"","age_level","Sex","Year","Outcome_value1","outcome_type","outcome_label1","domain","date_resolution","update_frequency","source","url","geo_strata","age_strata","race_strata","race_level","additional_strata1","additional_strata_level","sex_strata","sex_level"
"143","25 to 29","Males",2021,208.61,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"144","25 to 29","Females",2021,217.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"145","25 to 29","Males",2020,196.25,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"146","25 to 29","Females",2020,240.84,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"147","25 to 29","Males",2019,213.2,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"148","25 to 29","Females",2019,247.2,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"149","25 to 29","Males",2018,220.75,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"150","25 to 29","Females",2018,289.27,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"151","25 to 29","Males",2017,243.68,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"152","25 to 29","Females",2017,227.81,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"153","25 to 29","Males",2016,216.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"154","25 to 29","Females",2016,234.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"155","25 to 29","Males",2015,239.02,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"156","25 to 29","Females",2015,242.23,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"157","25 to 29","Males",2014,187.96,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"158","25 to 29","Females",2014,260.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"159","25 to 29","Males",2013,219.78,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"160","25 to 29","Females",2013,251.33,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"161","25 to 29","Males",2012,227.89,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"162","25 to 29","Females",2012,249.74,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"163","25 to 29","Males",2011,245.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"164","25 to 29","Females",2011,284.54,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"165","25 to 29","Males",2010,245.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"166","25 to 29","Females",2010,298.49,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"167","25 to 29","Males",2009,200.72,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"168","25 to 29","Females",2009,231.78,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"169","25 to 29","Males",2008,196.81,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"170","25 to 29","Females",2008,242.3,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"171","25 to 29","Males",2007,208.63,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"172","25 to 29","Females",2007,250.22,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"173","25 to 29","Males",2006,182.37,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"174","25 to 29","Females",2006,244.85,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"175","25 to 29","Males",2005,199.22,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"176","25 to 29","Females",2005,229.95,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"177","25 to 29","Males",2004,208.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"178","25 to 29","Females",2004,273.57,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"179","25 to 29","Males",2003,220.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"180","25 to 29","Females",2003,264.8,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"181","25 to 29","Males",2002,172.6,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"182","25 to 29","Females",2002,227.53,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"183","25 to 29","Males",2001,163.3,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"184","25 to 29","Females",2001,197.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"185","30 to 34","Males",2023,186.37,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"186","30 to 34","Females",2023,181.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"187","30 to 34","Males",2022,205.57,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"188","30 to 34","Females",2022,185.19,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"189","30 to 34","Males",2021,180.88,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"190","30 to 34","Females",2021,175.15,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"191","30 to 34","Males",2020,203.87,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"192","30 to 34","Females",2020,181.23,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"193","30 to 34","Males",2019,191.8,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"194","30 to 34","Females",2019,209.94,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"195","30 to 34","Males",2018,239.57,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"196","30 to 34","Females",2018,200.82,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"197","30 to 34","Males",2017,188.36,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"198","30 to 34","Females",2017,225.36,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"199","30 to 34","Males",2016,191.52,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"200","30 to 34","Females",2016,211.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"201","30 to 34","Males",2015,211.89,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"202","30 to 34","Females",2015,229.75,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"203","30 to 34","Males",2014,194.93,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"204","30 to 34","Females",2014,249.63,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"205","30 to 34","Males",2013,200.39,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"206","30 to 34","Females",2013,236.15,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"207","30 to 34","Males",2012,217.88,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"208","30 to 34","Females",2012,254.48,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"209","30 to 34","Males",2011,235.44,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"210","30 to 34","Females",2011,261.64,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"211","30 to 34","Males",2010,205.97,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"212","30 to 34","Females",2010,253.83,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"213","30 to 34","Males",2009,171.83,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"214","30 to 34","Females",2009,231.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"215","30 to 34","Males",2008,156.44,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"216","30 to 34","Females",2008,232.01,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"217","30 to 34","Males",2007,167.28,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"218","30 to 34","Females",2007,214.94,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"219","30 to 34","Males",2006,181.02,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"220","30 to 34","Females",2006,209.73,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"221","30 to 34","Males",2005,189.93,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"222","30 to 34","Females",2005,199.79,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"223","30 to 34","Males",2004,224.52,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"224","30 to 34","Females",2004,237.95,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"225","30 to 34","Males",2003,205.27,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"226","30 to 34","Females",2003,259.19,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"227","30 to 34","Males",2002,170.43,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"228","30 to 34","Females",2002,189.42,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"229","30 to 34","Males",2001,173.18,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"230","30 to 34","Females",2001,210.74,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"231","35 to 39","Males",2023,165.76,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"232","35 to 39","Females",2023,171.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"233","35 to 39","Males",2022,172.32,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"234","35 to 39","Females",2022,160.47,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"235","35 to 39","Males",2021,153.57,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"236","35 to 39","Females",2021,142.45,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"237","35 to 39","Males",2020,157.58,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"238","35 to 39","Females",2020,141.71,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"239","35 to 39","Males",2019,171.05,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"240","35 to 39","Females",2019,193.06,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"241","35 to 39","Males",2018,194.33,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"242","35 to 39","Females",2018,173.45,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"243","35 to 39","Males",2017,187.45,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"244","35 to 39","Females",2017,186.22,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"245","35 to 39","Males",2016,200.38,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"246","35 to 39","Females",2016,187.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"247","35 to 39","Males",2015,189.7,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"248","35 to 39","Females",2015,198.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"249","35 to 39","Males",2014,157.96,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"250","35 to 39","Females",2014,181.76,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"251","35 to 39","Males",2013,188.47,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"252","35 to 39","Females",2013,217.88,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"253","35 to 39","Males",2012,173.35,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"254","35 to 39","Females",2012,241.31,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"255","35 to 39","Males",2011,207.29,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"256","35 to 39","Females",2011,231.56,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"257","35 to 39","Males",2010,188.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"258","35 to 39","Females",2010,224.73,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"259","35 to 39","Males",2009,142.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"260","35 to 39","Females",2009,196,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"261","35 to 39","Males",2008,145.96,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"262","35 to 39","Females",2008,207.48,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"263","35 to 39","Males",2007,174.98,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"264","35 to 39","Females",2007,215.45,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"265","35 to 39","Males",2006,169.93,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"266","35 to 39","Females",2006,217.61,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"267","35 to 39","Males",2005,145.54,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"268","35 to 39","Females",2005,231.91,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"269","35 to 39","Males",2004,187.88,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"270","35 to 39","Females",2004,215.13,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"271","35 to 39","Males",2003,205,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"272","35 to 39","Females",2003,232.35,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"273","35 to 39","Males",2002,146.82,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"274","35 to 39","Females",2002,191.25,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"275","35 to 39","Males",2001,169.37,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"276","35 to 39","Females",2001,186.66,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"277","40 to 44","Males",2023,138,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"278","40 to 44","Females",2023,150.81,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"279","40 to 44","Males",2022,158.09,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"280","40 to 44","Females",2022,132.12,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"281","40 to 44","Males",2021,131.53,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"282","40 to 44","Females",2021,122.6,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"283","40 to 44","Males",2020,160.33,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"284","40 to 44","Females",2020,178.33,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"285","40 to 44","Males",2019,135.65,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
