,"COLE, MO",29,-,-
,"SABINE, LA",24,-,-
,"GARDEN, NE",28,-,-
,"TODD, KY",18,-,-
,"OTERO, NM",15,-,-
,"WATONWAN, MN",40,-,-
,"GRANT, NM",10 or fewer,-,-
,"DALLAS, MO",74,-,-
,"SWEET GRASS, MT",21,-,-
,"PRESQUE ISLE, MI",45,-,-
,"DE SOTO, LA",28,-,-
,"WINN, LA",39,-,-
,"SHERMAN, NE",13,-,-
,"MCDONALD, MO",56,-,-
,"ST JOSEPH, MI",60,-,-
,"SAINT CLAIR, MO",10 or fewer,-,-
,"MACKINAC, MI",34,-,-
,"HOWELL, MO",44,-,-
,"NANTUCKET, MA",29,-,-
,"ARENAC, MI",24,-,-
,"MONTMORENCY, MI",33,-,-
,"HARLAN, NE",16,-,-
,"MEAGHER, MT",18,-,-
,"BROWN, NE",13,-,-
,"CLARK, MO",50,-,-
,"MONROE, KY",52,-,-
,"ALCONA, MI",19,-,-
,"BOYD, NE",14,-,-
,"BIENVILLE, LA",19,-,-
,"MUSSELSHELL, MT",32,-,-
,"MOWER, MN",17,-,-
,"HOOKER, NE",52,-,-
,"FALLON, MT",37,-,-
,"GREELEY, NE",12,-,-
,"CEDAR, MO",22,-,-
,"CAMERON, LA",12,-,-
,"VALLEY, MT",16,-,-
,"MILLER, MO",38,-,-
,"LINCOLN, MO",24,-,-
,"OREGON, MO",27,-,-
,"LOGAN, NE",35,-,-
,"METCALFE, KY",48,-,-
,"UNION, NM",10 or fewer,-,-
,"BLAINE, MT",17,-,-
,"TOOLE, MT",16,-,-
,"WRIGHT, MO",59,-,-
,"MORGAN, MO",10 or fewer,-,-
,"CHARITON, MO",10 or fewer,-,-
,"LAKE, MT",14,-,-
,"ROBERTSON, KY",36,-,-
,"SHANNON, MO",19,-,-
,"THOMAS, NE",43,-,-
,"DUNDY, NE",17,-,-
,"GUADALUPE, NM",10 or fewer,-,-
,"ADAIR, MO",31,-,-
,"CLAIBORNE, LA",19,-,-
,"BARTON, MO",10 or fewer,-,-
,"OSCODA, MI",27,-,-
,"GOSPER, NE",10 or fewer,-,-
,"CUMBERLAND, KY",27,-,-
,"PUTNAM, MO",20,-,-
,"DANIELS, MT",11,-,-
,"GARFIELD, NE",10 or fewer,-,-
,"DODGE, MN",13,-,-
,"WASECA, MN",19,-,-
,"BARAGA, MI",10 or fewer,-,-
,"OSAGE, MO",23,-,-
,"JUDITH BASIN, MT",14,-,-
,"SIERRA, NM",10 or fewer,-,-
,"ONTONAGON, MI",18,-,-
,"CALLAWAY, MO",10 or fewer,-,-
,"COOPER, MO",10 or fewer,-,-
,"DOUGLAS, MO",20,-,-
,"CARTER, MT",10 or fewer,-,-
,"GRANT, NE",21,-,-
,"EUREKA, NV",14,-,-
,"HICKORY, MO",10 or fewer,-,-
,"LINCOLN, MT",10 or fewer,-,-
,"MCCONE, MT",13,-,-
,"PHILLIPS, MT",10 or fewer,-,-
,"ROCK, NE",10 or fewer,-,-
,"LUCE, MI",18,-,-
,"MARION, MO",10 or fewer,-,-
,"CATRON, NM",10 or fewer,-,-
,"MORA, NM",10 or fewer,-,-
,"LIBERTY, MT",10 or fewer,-,-
,"HAYES, NE",10 or fewer,-,-
,"LUNA, NM",10 or fewer,-,-
,"WHEATLAND, MT",10 or fewer,-,-
,"DE BACA, NM",10 or fewer,-,-
,"POWDER RIVER, MT",10 or fewer,-,-
,"SANDERS, MT",11,-,-
,"KEYA PAHA, NE",10 or fewer,-,-
,"MACON, MO",10 or fewer,-,-
,"PRAIRIE, MT",12,-,-
,"WARREN, MO",10 or fewer,-,-
,"GRANITE, MT",10 or fewer,-,-
,"GARFIELD, MT",10 or fewer,-,-
,"OZARK, MO",11,-,-
,"DADE, MO",13,-,-
,"MCPHERSON, NE",10 or fewer,-,-
,"WIBAUX, MT",10 or fewer,-,-
,"RANDOLPH, MO",10 or fewer,-,-
,"GOLDEN VALLEY, MT",13,-,-
,"LINCOLN, NV",10 or fewer,-,-
,"RED RIVER, LA",13,-,-
,"AUDRAIN, MO",10 or fewer,-,-
,"WHEELER, NE",10 or fewer,-,-
,"LEWIS, MO",11,-,-
,"BLAINE, NE",10 or fewer,-,-
,"ISSAQUENA, MS",12,-,-
,"ARTHUR, NE",10 or fewer,-,-
,"KEWEENAW, MI",10 or fewer,-,-
,"BANNER, NE",10 or fewer,-,-
,"SCOTLAND, MO",10 or fewer,-,-
,"SCHUYLER, MO",13,-,-
,"MONROE, MO",10 or fewer,-,-
,"ESMERALDA, NV",10 or fewer,-,-
,"TREASURE, MT",10 or fewer,-,-
,"PIKE, MO",10 or fewer,-,-
,"MONITEAU, MO",10 or fewer,-,-
,"HIDALGO, NM",10 or fewer,-,-
,"MINERAL, MT",10 or fewer,-,-
,"HOWARD, MO",10 or fewer,-,-
,"MONTGOMERY, MO",10 or fewer,-,-
,"LOUP, NE",10 or fewer,-,-
,"SIOUX, NE",10 or fewer,-,-
,"HARDING, NM",10 or fewer,-,-
,"KNOX, MO",10 or fewer,-,-
,"SHELBY, MO",10 or fewer,-,-
,"RALLS, MO",10 or fewer,-,-
,"PETROLEUM, MT",10 or fewer,-,-
,None of the above,113665,0.276%,7.6%
,Total,1806649,0.516%,9.1%
≥ 15 and < 20 years,"WAYNE, MI",41851,0.566%,22%
,"WAKE, NC",45573,1%,16.5%
,"KINGS, NY",38000,0.637%,17.8%
,"MIDDLESEX, MA",34034,0.823%,15.3%
,"MONROE, NY",39276,0.838%,19.8%
,"JEFFERSON, KY",36266,0.896%,23.8%
,"SUFFOLK, NY",28946,0.594%,16.5%
,"MECKLENBURG, NC",36781,0.536%,16%
,"KENT, MI",39294,0.715%,18.6%
,"NASSAU, NY",28608,0.807%,15.2%
,"QUEENS, NY",22424,0.571%,16%
,"HENNEPIN, MN",28049,0.624%,15.4%
,"CLARK, NV",28116,0.071%,19.7%
,"OAKLAND, MI",23052,1%,15%
,"WORCESTER, MA",28586,0.787%,19.1%
,"SUFFOLK, MA",23457,0.733%,21.5%
,"CAMDEN, NJ",21731,0.815%,22.1%
,"MACOMB, MI",15254,0.937%,20.8%
,"GUILFORD, NC",20565,0.778%,21.3%
,"NEW YORK, NY",11988,0.567%,10.2%
,"WASHOE, NV",18304,0.989%,19%
,"BALTIMORE, MD",12774,1%,16.6%
,"BURLINGTON, NJ",16923,0.591%,16.9%
,"EAST BATON ROUGE, LA",22748,0.743%,22.9%
,"ERIE, NY",8240,0.255%,20.1%
,"FORSYTH, NC",17636,0.42%,22.6%
,"BRISTOL, MA",15207,1%,21.2%
,"ESSEX, MA",13929,1%,17.6%
,"BALTIMORE CITY, MD",10416,1.1%,22%
,"JACKSON, MO",8076,0.26%,17%
,"ESSEX, NJ",10316,1.1%,20.8%
,"OTTAWA, MI",15427,0.856%,16.7%
,"MIDDLESEX, NJ",12168,0.748%,16.9%
,"JEFFERSON, LA",12042,0.548%,21.6%
,"ANNE ARUNDEL, MD",6924,0.982%,17.6%
,"WASHTENAW, MI",12123,0.256%,15.7%
,"RAMSEY, MN",11147,0.583%,19.1%
,"KALAMAZOO, MI",12657,0.735%,19.1%
,"CUMBERLAND, ME",10627,0.913%,16.1%
,"FAYETTE, KY",10154,0.965%,23.7%
,"CUMBERLAND, NC",10940,1.5%,25.8%
,"HILLSBOROUGH, NH",10947,0.868%,19.9%
,"PRINCE GEORGES, MD",6788,0.236%,14.3%
,"ALBANY, NY",7489,1.3%,22.3%
,"OCEAN, NJ",6724,0.342%,16.5%
,"DOUGLAS, NE",7881,0.457%,19.8%
,"DAKOTA, MN",9189,0.903%,15.1%
,"LANCASTER, NE",8664,0.416%,18.5%
,"GLOUCESTER, NJ",8437,0.936%,19.6%
,"ORLEANS, LA",6826,0.322%,17.1%
,"NORFOLK, MA",9729,1.6%,14%
,"SAINT TAMMANY, LA",10023,0.519%,17.4%
,"MUSKEGON, MI",9753,0.82%,25.2%
,"MONTGOMERY, MD",5373,0.261%,13.9%
,"BROOME, NY",8833,0.487%,24.1%
,"ANOKA, MN",9944,0.724%,17%
,"LAFAYETTE, LA",10440,0.603%,20.7%
,"BERNALILLO, NM",3891,-,17.9%
,"JOHNSTON, NC",8412,1.2%,24.1%
,"PLYMOUTH, MA",8340,1.3%,18%
,"MONMOUTH, NJ",7720,0.44%,14.4%
,"HINDS, MS",8753,1.3%,26.7%
,"SAINT LOUIS, MN",8896,0.753%,20%
,"MERCER, NJ",5147,0.913%,17.8%
,"HARFORD, MD",5819,1.1%,17.9%
,"UNION, NC",12438,0.523%,15.7%
,"STEARNS, MN",9224,0.542%,18.6%
,"GENESEE, MI",9401,1.8%,22.5%
,"HUDSON, NJ",4258,1.3%,22.1%
,"ONEIDA, NY",6930,0.332%,24.3%
,"YORK, ME",7171,0.767%,21%
,"ORANGE, NY",5690,0.475%,15.7%
,"BERRIEN, MI",7829,0.984%,23.1%
,"WASHINGTON, MD",8268,0.665%,21.8%
,"ALAMANCE, NC",6758,0.888%,21.3%
,"JACKSON, MI",7340,0.668%,27.2%
,"LIVINGSTON, MI",6877,0.247%,15.3%
,"RICHMOND, NY",3431,0.321%,9.8%
,"MONROE, MI",6980,0.659%,19.4%
,"BERGEN, NJ",3699,-,10%
,"ONONDAGA, NY",5011,0.319%,25.4%
,"SOMERSET, NJ",5434,0.607%,14.3%
,"PITT, NC",6686,1.1%,17.6%
,"BRONX, NY",7264,0.496%,16.6%
,"LIVINGSTON, LA",8824,0.669%,24.1%
,"BRUNSWICK, NC",3566,0.841%,25%
,"JACKSON, MS",7233,0.512%,23.6%
,"HARRISON, MS",6967,0.531%,23.4%
,"SARATOGA, NY",3520,1.1%,18.9%
,"HARDIN, KY",7344,0.586%,25.8%
,"ASCENSION, LA",8565,0.385%,23.2%
,"HAMPDEN, MA",5431,0.608%,21.5%
,"GALLATIN, MT",5838,0.617%,8.3%
,"UNION, NJ",4741,1.2%,19.5%
,"WASHINGTON, MN",6043,0.678%,14.7%
,"TANGIPAHOA, LA",5951,0.689%,24.6%
,"DAVIDSON, NC",4827,0.476%,24.1%
,"CALHOUN, MI",5838,0.976%,24%
,"DURHAM, NC",3796,0.896%,18.9%
,"RENSSELAER, NY",3845,1.1%,25.5%
,"ORANGE, NC",6101,0.672%,12.1%
,"WESTCHESTER, NY",4936,0.344%,7.6%
,"ATLANTIC, NJ",4453,0.876%,24.9%
,"RANKIN, MS",5644,1.1%,23%
,"ONTARIO, NY",5325,0.808%,18%
,"HOWARD, MD",3904,0.41%,11.2%
,"NEW HANOVER, NC",2410,1.4%,21.3%
,"WAYNE, NC",4041,1%,26.9%
,"HENDERSON, NC",3749,0.347%,20.5%
,"OUACHITA, LA",4510,0.776%,24.9%
,"FORREST, MS",6877,0.596%,26.1%
,"ROWAN, NC",4504,0.755%,25.7%
,"CLAY, MO",3725,-,19.3%
,"NIAGARA, NY",2412,0.456%,24%
,"WAYNE, NY",4993,0.821%,23.2%
,"LENAWEE, MI",4869,0.534%,24.9%
,"ROBESON, NC",4570,1.2%,28.5%
,"BARNSTABLE, MA",2850,1.5%,15.5%
,"BUNCOMBE, NC",2780,-,17.9%
,"ROCKINGHAM, NC",4575,0.503%,27.9%
,"ALLEGAN, MI",4994,0.941%,20.1%
,"STEUBEN, NY",4863,0.679%,23%
,"DESOTO, MS",2356,1.1%,26.3%
,"CABARRUS, NC",4336,0.392%,17.2%
,"BULLITT, KY",4693,0.938%,27%
,"NASH, NC",3738,1.3%,27.7%
,"SARPY, NE",3709,0.297%,17%
,"ANDROSCOGGIN, ME",4517,1.1%,23.6%
,"SHERBURNE, MN",5466,0.531%,16.2%
,"MADISON, MS",4273,1.1%,18.8%
,"IREDELL, NC",4919,0.732%,17.2%
,"LEE, MS",4039,0.693%,25.7%
,"VAN BUREN, MI",4813,0.686%,26.8%
,"GASTON, NC",3825,0.993%,22.6%
,"HARNETT, NC",3634,1.9%,25%
,"WICOMICO, MD",3114,1.5%,25.3%
,"SAINT LAWRENCE, NY",4015,0.498%,26.7%
,"WRIGHT, MN",4850,0.351%,14.5%
,"MADISON, KY",3559,1.1%,28.5%
,"CALDWELL, NC",4037,0.57%,27.3%
,"CHARLES, MD",2256,-,22.5%
,"MCCRACKEN, KY",3661,0.41%,27.9%
,"KENTON, KY",4151,1.4%,18.5%
,"ROCKLAND, NY",927,1.3%,14.2%
,"RANDOLPH, NC",2265,1.2%,24.4%
,"PENOBSCOT, ME",1566,-,23.9%
,"CLAY, MN",4421,0.724%,20.4%
,"ROCKINGHAM, NH",3103,2.2%,14.9%
,"CHEMUNG, NY",4097,0.586%,24.2%
,"CROW WING, MN",3419,0.526%,18.9%
,"MERRIMACK, NH",3457,1.3%,17.8%
,"CLINTON, NY",2340,1.2%,22.1%
,"BUCHANAN, MO",2372,-,40.2%
,"CHESHIRE, NH",2491,1.1%,21%
,"PEARL RIVER, MS",3435,0.67%,26.9%
,"PLATTE, MO",2567,-,15.8%
,"WARREN, NJ",3090,0.68%,21.9%
,"SULLIVAN, NY",2757,-,22.6%
,"MONTCALM, MI",3059,0.915%,26.9%
,"BURKE, NC",2543,-,22.4%
,"OLDHAM, KY",3630,0.523%,16.6%
,"LIVINGSTON, NY",2875,0.8%,18.7%
,"CHATHAM, NC",2674,0.748%,19.6%
,"OTTER TAIL, MN",3041,0.888%,19.4%
,"CAPE GIRARDEAU, MO",3132,0.447%,23.8%
,"OTSEGO, NY",2847,0.667%,25.2%
,"GRAFTON, NH",2161,1.2%,13.1%
,"GENESEE, NY",2701,0.703%,21.9%
,"HERKIMER, NY",2854,0.876%,25.9%
,"BARRY, MI",2990,0.635%,19.8%
,"CALCASIEU, LA",2496,1.8%,19%
,"LENOIR, NC",2326,1.5%,28.2%
,"LAUDERDALE, MS",2874,1.4%,26.3%
,"BOONE, KY",3863,1.7%,16.8%
,"WILSON, NC",1923,1.4%,23.7%
,"FREDERICK, MD",2148,-,14.7%
,"EDGECOMBE, NC",2652,1.5%,31.6%
,"PIKE, KY",2577,0.97%,32.6%
,"ULSTER, NY",2299,0.826%,24.7%
,"LOWNDES, MS",2443,0.901%,28.4%
,"CHENANGO, NY",2643,0.416%,29.9%
,"BELTRAMI, MN",3006,0.832%,22.2%
,"NEWAYGO, MI",2622,0.61%,25.3%
,"LAMAR, MS",3022,0.927%,25.9%
,"KANDIYOHI, MN",2944,0.713%,23.3%
,"OXFORD, ME",2386,1%,22.7%
,"CARROLL, MD",1504,0.931%,12.8%
,"ITASCA, MN",2565,0.546%,24.4%
,"HALIFAX, NC",1930,1.3%,31.2%
,"BEAUFORT, NC",2018,0.942%,23.9%
,"CUMBERLAND, NJ",1823,3.2%,24%
,"HENDERSON, KY",2756,0.726%,29%
,"JESSAMINE, KY",2756,0.617%,23.5%
,"FRANKLIN, NC",1724,2.1%,20%
,"SHELBY, KY",2612,0.727%,26.1%
,"CASCADE, MT",1917,0.626%,20.4%
,"KNOX, ME",1972,-,21.5%
,"CHISAGO, MN",2569,0.779%,19.3%
,"IONIA, MI",2326,1%,25%
,"TIOGA, NY",2349,-,23.3%
,"CAMPBELL, KY",2804,0.785%,18.8%
,"MORRIS, NJ",1246,-,9.2%
,"PASSAIC, NJ",1236,-,11.4%
,"SCOTT, MN",2155,0.65%,11.4%
,"SCHENECTADY, NY",1313,1.4%,23.1%
,"LEWIS AND CLARK, MT",1758,-,15.1%
,"HOPKINS, KY",2356,0.722%,28.6%
,"PHELPS, MO",2408,-,25.4%
,"FRANKLIN, KY",2355,0.552%,27.6%
,"CASS, MO",1369,-,14.6%
,"DELAWARE, NY",2024,0.642%,27%
,"BRANCH, MI",2540,0.709%,25%
,"DARE, NC",1641,-,14.6%
,"LAFOURCHE, LA",2050,1.1%,25.7%
,"WHITLEY, KY",2194,0.501%,34.4%
,"JONES, MS",1869,1.4%,28.4%
,"SURRY, NC",1431,-,26.2%
,"BENTON, MN",2309,0.52%,19.3%
,"STOKES, NC",1721,-,24.9%
,"CAPE MAY, NJ",845,-,19.1%
,"CATAWBA, NC",2194,-,12.3%
,"YELLOWSTONE, MT",2774,-,15.3%
,"SAINT CHARLES, LA",2208,0.498%,22.2%
,"MECOSTA, MI",1925,0.935%,26.4%
,"KENNEBEC, ME",1491,3.4%,23.8%
,"ONSLOW, NC",1508,3.1%,21.5%
,"BUTLER, MO",2388,-,31.8%
,"PASQUOTANK, NC",1631,-,28.4%
,"NELSON, KY",1338,0.897%,27.2%
,"DUPLIN, NC",1813,1.2%,28.7%
,"BECKER, MN",2231,0.672%,20.4%
,"WORCESTER, MD",918,1.2%,23%
,"SULLIVAN, NH",1528,1%,21.5%
,"CARROLL, NH",1247,1.2%,17.2%
,"LINCOLN, ME",1547,-,21.9%
,"SANDOVAL, NM",977,-,13.3%
,"LYON, NV",2061,1.1%,22.7%
,"QUEEN ANNES, MD",1280,-,18.1%
,"LINCOLN, NE",2130,-,20.8%
,"INGHAM, MI",1925,1%,22.2%
,"DELTA, MI",1666,-,23.6%
,"TALBOT, MD",1409,-,17.2%
,"SALEM, NJ",2034,1.2%,23.9%
,"FRANKLIN, NY",1590,0.881%,25%
,"TERREBONNE, LA",2177,0.827%,25.7%
,"TOMPKINS, NY",1134,-,14.9%
,"LINCOLN, NC",1279,-,15.2%
,"WALDO, ME",1377,-,24%
,"ST JOHN THE BAPTIST, LA",1713,-,25%
,"CECIL, MD",1990,1.6%,19.5%
,"WASHINGTON, LA",1522,0.723%,29%
,"BOURBON, KY",2476,1.2%,25.1%
,"POLK, MN",2100,0.81%,21.9%
,"CORTLAND, NY",1379,-,25%
,"DAVIE, NC",1591,0.691%,20.1%
,"ORLEANS, NY",1479,0.879%,22.9%
,"HUNTERDON, NJ",1333,-,10.1%
,"CHAVES, NM",1788,-,21.6%
,"ACADIA, LA",1612,1.1%,25.7%
,"CASS, MI",1624,0.985%,27%
,"LAFAYETTE, MS",1055,-,21.5%
,"LAUREL, KY",1251,1.2%,31.6%
,"SAMPSON, NC",1122,2.6%,29.3%
,"MADISON, NE",1595,-,18.6%
,"SAINT MARTIN, LA",1705,0.938%,26.2%
,"COLUMBIA, NY",1118,1.2%,17.9%
,"CLARK, KY",2066,0.968%,22%
,"HANCOCK, MS",1689,0.651%,23.4%
,"DORCHESTER, MD",1467,1.3%,29.2%
,"SAGADAHOC, ME",1172,-,21.6%
,"MASON, MI",1618,-,27.4%
,"VERMILION, LA",1820,1.2%,21.5%
,"SAINT LANDRY, LA",1578,1.5%,23.3%
,"BLADEN, NC",1661,1.8%,30%
,"CAROLINE, MD",1537,1%,24.4%
,"ALLEGANY, NY",1556,-,22.8%
,"SCOTT, MO",1897,-,30.3%
,"OCEANA, MI",1789,0.671%,28.7%
,"SAINT LOUIS, MO",1352,-,11.5%
,"SCOTT, KY",1068,1.3%,27.7%
,"MONROE, MS",1300,1%,31.4%
,"HILLSDALE, MI",1444,-,26.5%
,"CASS, MN",1477,0.812%,25.3%
,"MARSHALL, KY",1398,-,24.7%
,"PULASKI, KY",1006,2.5%,28%
,"PULASKI, MO",1651,-,20.4%
,"PENDER, NC",891,2%,24.1%
,"CHAUTAUQUA, NY",863,-,22.7%
,"IBERVILLE, LA",1399,1.1%,27%
,"LEE, NC",1261,2.5%,26.5%
,"CLEVELAND, NC",1128,-,24.2%
,"YADKIN, NC",1123,-,27.9%
,"DAVIESS, KY",1688,1.9%,21.2%
,"SAINT MARY, LA",1338,-,24.4%
,"FRANKLIN, ME",1094,-,26.1%
,"CARLTON, MN",1622,1.1%,19.2%
,"SCHOHARIE, NY",1289,-,25.6%
,"AROOSTOOK, ME",916,-,23.8%
,"SAINT CLAIR, MI",944,-,19.6%
,"WATAUGA, NC",835,-,12.9%
,"IBERIA, LA",1072,1.7%,22.7%
,"DOUGLAS, MN",1163,1%,15.4%
,"MCDOWELL, NC",1204,-,26%
,"ADAMS, NE",1315,1.2%,23.8%
,"HALL, NE",702,-,24.9%
,"GREENE, MO",2087,-,24.2%
,"MORRISON, MN",1284,-,21.2%
,"GREENE, NY",784,1.5%,24.9%
,"SAINT BERNARD, LA",1014,-,22%
,"CURRITUCK, NC",860,-,21.2%
,"MARION, MS",1507,1.4%,27.9%
,"WEST BATON ROUGE, LA",1471,-,24.8%
,"ESSEX, NY",1010,-,24.5%
,"UNION, MS",1078,-,26.7%
,"GRAVES, KY",1004,-,27.2%
,"MADISON, NY",988,-,24.4%
,"TRANSYLVANIA, NC",834,-,14.9%
,"HOKE, NC",1218,2.5%,24.3%
,"PONTOTOC, MS",965,-,25.4%
,"WINONA, MN",1250,1%,15.5%
,"SILVER BOW, MT",1295,-,17.4%
,"MILLE LACS, MN",1287,-,19.8%
,"WYOMING, NY",1085,-,20.3%
,"COLUMBUS, NC",744,-,29.8%
,"KNOX, KY",1185,1.8%,33.9%
,"GARRETT, MD",974,-,23.6%
,"LAPEER, MI",1135,2.5%,18.5%
,"CARSON CITY, NV",845,1.8%,23.2%
,"GAGE, NE",1291,-,23.9%
,"FLOYD, KY",1117,-,33.1%
,"HUBBARD, MN",1252,-,19.7%
,"DUTCHESS, NY",748,-,15.5%
,"ALLEGANY, MD",1105,1.7%,21.3%
,"PIKE, MS",1104,2.1%,31.3%
,"WASHINGTON, NY",669,2.5%,24.2%
,"RUTHERFORD, NC",525,-,26.3%
,"TODD, MN",1205,-,21.6%
,"WILKES, NC",665,-,24.8%
,"CRAVEN, NC",760,4.3%,22.1%
,"OSCEOLA, MI",1253,-,27.1%
,"PRENTISS, MS",991,-,28.9%
,"WARREN, NY",516,2.9%,24%
,"NOBLES, MN",1309,0.84%,22.2%
,"YAZOO, MS",1258,1.4%,30.6%
,"CHEROKEE, NC",772,-,29.1%
,"MEADE, KY",1049,1%,26.8%
,"BELKNAP, NH",924,2.1%,19%
,"HERTFORD, NC",1063,1.1%,28.5%
,"SENECA, NY",1003,-,26.5%
,"ANDERSON, KY",1073,-,24.8%
,"HENRY, KY",1125,0.978%,27.1%
,"ITAWAMBA, MS",906,-,27.7%
,"CARVER, MN",777,-,11.7%
,"CAYUGA, NY",615,-,24.7%
,"STODDARD, MO",979,-,26.8%
,"MARTIN, NC",754,2.1%,29%
,"OSWEGO, NY",431,-,24.6%
,"CLAY, KY",1295,2.3%,33.7%
,"LEAKE, MS",1155,1.4%,34.1%
,"ELKO, NV",897,-,17.9%
,"GRENADA, MS",921,1.2%,28.3%
,"KENT, MD",635,-,25.8%
,"EATON, MI",1040,1.4%,22.3%
,"NESHOBA, MS",1085,1.8%,28.8%
,"PANOLA, MS",435,-,27.6%
,"SCOTT, MS",1006,1.9%,31.2%
,"CLAY, MS",982,-,32.7%
,"BERTIE, NC",773,-,29.8%
,"CHURCHILL, NV",856,-,19.3%
,"MARSHALL, MS",411,-,26.8%
,"STANLY, NC",684,-,20.8%
,"OKTIBBEHA, MS",604,2.3%,26.7%
,"COVINGTON, MS",939,-,27.4%
,"WARREN, MS",984,2.2%,27.8%
,"PINE, MN",729,-,21.7%
,"YATES, NY",777,-,24.7%
,"SPENCER, KY",882,-,27.1%
,"MENOMINEE, MI",594,-,24.9%
,"MOORE, NC",833,4.7%,18.1%
,"SOMERSET, MD",606,-,32.8%
,"POINTE COUPEE, LA",880,-,29.3%
,"ISANTI, MN",836,1.3%,18.1%
,"HAMPSHIRE, MA",706,-,13.3%
,"ROSEAU, MN",949,-,18.7%
,"MUHLENBERG, KY",823,-,31.1%
,"TISHOMINGO, MS",838,-,31%
,"GEORGE, MS",704,-,27.3%
,"NORTHAMPTON, NC",600,-,26%
,"BUFFALO, NE",439,-,24.4%
,"VALENCIA, NM",286,-,20.6%
,"SAINT LOUIS CITY, MO",565,-,16.6%
,"SANTA FE, NM",234,-,8.5%
,"CHOWAN, NC",854,-,28.8%
,"DAKOTA, NE",912,-,26.4%
,"CHRISTIAN, KY",526,-,24.1%
,"CHICKASAW, MS",646,-,31.4%
,"DOUGLAS, NV",489,2.9%,15.1%
,"NODAWAY, MO",682,-,24.8%
,"FULTON, NY",538,4.3%,22.7%
,"PENNINGTON, MN",840,-,21%
,"HOLMES, MS",864,2.1%,31.6%
,"ATTALA, MS",816,-,30.4%
,"CASS, NE",619,-,16.2%
,"SIMPSON, MS",729,1.9%,27.8%
,"ALCORN, MS",386,-,25.9%
,"MONTGOMERY, NY",721,-,27%
,"HOUSTON, MN",842,-,16%
,"NEWTON, MS",819,1.5%,33.5%
,"PLAQUEMINES, LA",780,-,18.6%
,"JEFFERSON DAVIS, LA",750,-,26.1%
,"EAST FELICIANA, LA",693,-,24.5%
,"STONE, MS",757,-,28.4%
,"COPIAH, MS",587,2.9%,28.6%
,"SCOTTS BLUFF, NE",423,-,22.7%
,"LARUE, KY",772,-,30.7%
,"GARRARD, KY",821,1.3%,30%
,"GRAYSON, KY",486,2.7%,30.5%
,"UNION, KY",819,-,26.5%
,"CALLOWAY, KY",535,-,24.7%
,"REDWOOD, MN",791,-,19.5%
,"AVERY, NC",503,-,19.3%
,"CASWELL, NC",406,-,29.3%
,"LEFLORE, MS",754,2.5%,34.9%
,"JEFFERSON, NY",309,-,20.4%
,"WOODFORD, KY",454,-,19.6%
,"AITKIN, MN",584,-,24.7%
,"PERQUIMANS, NC",562,-,26.2%
,"LIVINGSTON, MO",596,-,25.2%
,"POLK, NC",332,-,18.4%
,"GREENE, NC",537,-,27.9%
,"GRANVILLE, NC",379,-,20.6%
,"TIPPAH, MS",375,-,29.3%
,"ASSUMPTION, LA",710,-,26.9%
,"BRECKINRIDGE, KY",626,2.1%,24.9%
,"WEBSTER, KY",700,-,28.4%
,"SAINT FRANCOIS, MO",620,-,27.3%
,"ESTILL, KY",627,-,30.3%
,"PERRY, MS",797,1.5%,27%
,"WADENA, MN",688,-,20.1%
,"KOOCHICHING, MN",626,-,20.1%
,"MEEKER, MN",574,-,21.3%
,"ANDREW, MO",483,-,33.7%
,"JOHNSON, MO",293,-,14.3%
,"SAINT CHARLES, MO",566,-,6.7%
,"SALINE, NE",826,-,24.9%
,"STRAFFORD, NH",703,2.6%,15.9%
,"LINCOLN, MS",559,3%,27.5%
,"HANCOCK, ME",199,-,20.6%
,"CLARKE, MS",658,-,29.5%
,"DENT, MO",552,-,27.2%
,"GRAND TRAVERSE, MI",1157,2.1%,15.7%
,"SOMERSET, ME",415,-,26%
,"FRANKLIN, MA",463,-,18.6%
,"DUNKLIN, MO",423,-,29.8%
,"CATTARAUGUS, NY",257,-,19.5%
,"RICHLAND, MT",696,-,22.6%
,"CALHOUN, MS",551,-,24.5%
,"MADISON, NC",471,-,31%
,"ASHE, NC",232,-,17.7%
,"BOYLE, KY",544,3.1%,27.6%
,"SAINT JAMES, LA",579,-,23.5%
,"TATE, MS",184,-,29.3%
,"COOS, NH",301,-,20.3%
,"CADDO, LA",374,-,15.2%
,"CARTERET, NC",355,3.1%,17.2%
,"COTTONWOOD, MN",651,-,22.6%
,"LAWRENCE, MS",598,-,27.6%
,"PERSON, NC",252,-,25%
,"MOREHOUSE, LA",318,-,25.8%
,"NEW MADRID, MO",480,-,26.5%
,"SCHUYLER, NY",479,-,24.6%
,"YALOBUSHA, MS",360,-,30.6%
,"WALTHALL, MS",573,-,31.6%
,"PARK, MT",360,-,10%
,"MISSISSIPPI, MO",694,-,33%
,"WARREN, KY",625,-,18.6%
,"WASHINGTON, NC",446,-,35.7%
,"WAYNE, MO",559,-,30.1%
,"SHIAWASSEE, MI",750,2%,25.1%
,"MERCER, KY",411,-,28.7%
,"ROCK, MN",689,-,17.9%
,"SAINT MARYS, MD",357,-,15.4%
,"BELL, KY",479,-,30.5%
,"CAMDEN, NC",488,-,20.5%
,"FARIBAULT, MN",581,-,26.7%
,"BOYD, KY",666,-,22.2%
,"VANCE, NC",214,-,27.1%
,"CLEARWATER, MN",585,-,21.9%
,"LETCHER, KY",338,-,31.1%
