Session Title,HA1C 7.0% or more and Percentage with BMI 30.0  or more and 49.8  or less by Age in Years (Current) Range and State of Residence (U.S.),,,
,"PORTER, IN",2334,0.471%,16.1%
,"MACON, IL",3060,0.784%,21.5%
,"MARIN, CA",5708,-,16.5%
,"FLOYD, IN",3179,1.1%,24.1%
,"FAULKNER, AR",3531,1.5%,21.6%
,"BARROW, GA",4026,1.1%,22.9%
,"JACKSON, GA",4122,1%,18.9%
,"BANNOCK, ID",2658,0.903%,17.8%
,"DUBUQUE, IA",3092,0.938%,19.2%
,"HIGHLANDS, FL",1676,0.895%,25.8%
,"TROUP, GA",2973,0.875%,23.8%
,"OLDHAM, KY",10 or fewer,-,-
,"PINAL, AZ",3587,-,8.5%
,"WASHINGTON, AR",6668,1.7%,21.1%
,"MADERA, CA",1822,-,19.5%
,"WARRICK, IN",3591,0.78%,18.6%
,"HOUSTON, AL",1354,-,25.1%
,"MESA, CO",3279,0.671%,14%
,"LONOKE, AR",2847,1.1%,22.9%
,"WHITFIELD, GA",2714,1.7%,28.6%
,"BOONE, KY",10 or fewer,-,-
,"HOWARD, IN",2776,-,25.3%
,"TULARE, CA",1920,0.885%,18.7%
,"BARTOW, GA",2553,1.6%,21.8%
,"HANCOCK, IN",3030,-,19.6%
,"PIKE, KY",10 or fewer,-,-
,"DALLAS, IA",2927,0.854%,16.6%
,"BOONE, IL",3085,0.713%,22.8%
,"HAWAII, HI",3560,1.3%,19.9%
,"KNOX, IL",2476,0.808%,26.8%
,"PLACER, CA",2116,-,6.6%
,"WAYNE, IN",2765,0.615%,29%
,"STANISLAUS, CA",1986,0.705%,11.1%
,"BENTON, AR",5536,1.4%,18.6%
,"HENDERSON, KY",10 or fewer,-,-
,"JESSAMINE, KY",10 or fewer,-,-
,"CRAWFORD, AR",2812,0.96%,25.7%
,"SHELBY, KY",10 or fewer,-,-
,"CAMPBELL, KY",10 or fewer,-,-
,"HOPKINS, KY",10 or fewer,-,-
,"SANTA BARBARA, CA",2600,0.615%,27.2%
,"FRANKLIN, KY",10 or fewer,-,-
,"BROOMFIELD, CO",2640,0.758%,8.2%
,"YOLO, CA",2552,-,12.5%
,"SPALDING, GA",1708,1.5%,25.8%
,"HABERSHAM, GA",2334,0.814%,29.9%
,"WHITLEY, KY",10 or fewer,-,-
,"HERNANDO, FL",1677,0.716%,21.9%
,"MUSCATINE, IA",2495,0.922%,29.3%
,"GORDON, GA",2185,1.1%,26.9%
,"NOBLE, IN",2347,0.554%,24.9%
,"NELSON, KY",10 or fewer,-,-
,"EL DORADO, CA",1713,-,5.7%
,"LEAVENWORTH, KS",1183,-,18.8%
,"KNOX, IN",2125,-,29.7%
,"WOODFORD, IL",2345,-,19.1%
,"HENRY, IL",1864,0.697%,24.7%
,"VENTURA, CA",1545,-,3.5%
,"CHARLOTTE, FL",2037,1.5%,21.5%
,"ELKHART, IN",2145,0.793%,25.5%
,"CITRUS, FL",1838,1.7%,23.2%
,"CLARKE, GA",1351,2.1%,24.9%
,"WEBSTER, IA",2010,0.697%,26.8%
,"JEFFERSON, AR",2073,1.8%,28.7%
,"MENDOCINO, CA",2278,-,19.8%
,"KOSCIUSKO, IN",2047,0.733%,25.5%
,"HUNTINGTON, IN",2065,0.533%,26%
,"FLOYD, GA",1275,1.7%,24.3%
,"GIBSON, IN",2020,-,25.4%
,"OGLE, IL",1900,0.684%,22.4%
,"BOURBON, KY",10 or fewer,-,-
,"HARRISON, IN",1699,-,25.6%
,"CARROLL, GA",2430,1.6%,22.6%
,"LAUREL, KY",10 or fewer,-,-
,"WHITLEY, IN",1914,0.627%,22%
,"MARSHALL, IN",1937,-,25.9%
,"CLARK, KY",10 or fewer,-,-
,"LIVINGSTON, IL",1789,0.727%,27.1%
,"CRITTENDEN, AR",1395,-,25.5%
,"EFFINGHAM, IL",1401,-,19.3%
,"WARREN, IA",1878,1.1%,21.4%
,"MARSHALL, IA",1766,0.793%,28.8%
,"SARASOTA, FL",1353,1.3%,16.3%
,"ELMORE, ID",1458,-,19.7%
,"CLINTON, IL",1529,-,20.5%
,"DOUGLAS, KS",910,-,15.5%
,"CATOOSA, GA",1381,1.4%,24.8%
,"BUREAU, IL",1537,0.911%,23.4%
,"WALKER, GA",1590,1.9%,26.9%
,"MERCED, CA",1272,1.2%,21.2%
,"SCOTT, KY",10 or fewer,-,-
,"DEKALB, IL",1318,1.9%,21.7%
,"MANATEE, FL",867,-,17.2%
,"MARSHALL, KY",10 or fewer,-,-
,"WALTON, GA",2318,2.5%,19.5%
,"DEARBORN, IN",1657,1.3%,18.6%
,"PULASKI, KY",10 or fewer,-,-
,"HENDRICKS, IN",1287,-,16.6%
,"WABASH, IN",1934,0.62%,25.7%
,"WHITE, GA",1412,0.992%,24.1%
,"LUMPKIN, GA",1346,-,22.4%
,"DAVIESS, KY",10 or fewer,-,-
,"BLAINE, ID",1508,-,13.5%
,"WHITE, AR",1596,2.3%,22.6%
,"RICHMOND, GA",1200,1%,25%
,"COLUMBIA, FL",1754,1.4%,26.2%
,"COLES, IL",1226,-,22.5%
,"STEPHENS, GA",1612,0.806%,27.1%
,"PAYETTE, ID",1577,0.824%,22.2%
,"COWETA, GA",1962,1.9%,19%
,"COFFEE, AL",1149,-,25.4%
,"FAYETTE, GA",2577,1.3%,14.6%
,"MURRAY, GA",1270,-,31.2%
,"GRAVES, KY",10 or fewer,-,-
,"LEVY, FL",1345,1.3%,25.2%
,"CAMDEN, GA",1287,1.2%,23%
,"GEARY, KS",1013,1.2%,24.6%
,"STEUBEN, IN",1018,-,21.3%
,"GREENE, AR",1078,1%,28.6%
,"DAWSON, GA",1417,0.847%,18.4%
,"PUTNAM, FL",1559,2.1%,26.2%
,"LYON, KS",1191,-,26.1%
,"KNOX, KY",10 or fewer,-,-
,"YAVAPAI, AZ",417,-,6%
,"JEROME, ID",1308,-,21.4%
,"NAPA, CA",1501,0.799%,20.8%
,"RILEY, KS",511,2.2%,19.8%
,"NEWTON, GA",2044,2.3%,21.4%
,"CLEBURNE, AR",1075,-,22.1%
,"FLOYD, KY",10 or fewer,-,-
,"BARTON, KS",1442,-,25.1%
,"POSEY, IN",1235,-,20.8%
,"POTTAWATTAMIE, IA",745,-,22.1%
,"GARLAND, AR",1298,2.4%,23.4%
,"ROUTT, CO",1003,-,7%
,"MACOUPIN, IL",813,-,20%
,"HOT SPRING, AR",1122,-,26.8%
,"FULTON, IL",788,-,21.3%
,"LAGRANGE, IN",1222,-,22.1%
,"MEADE, KY",10 or fewer,-,-
,"COLUMBIA, GA",1235,-,16.8%
,"DALE, AL",545,-,18.5%
,"ROCKDALE, GA",1742,1.8%,20.4%
,"KINGS, CA",590,-,19.7%
,"BENTON, IA",1075,1%,21%
,"ESCAMBIA, FL",2908,2.4%,18.7%
,"ANDERSON, KY",10 or fewer,-,-
,"HENRY, KY",10 or fewer,-,-
,"WAPELLO, IA",1437,0.835%,27.8%
,"SIOUX, IA",1272,1.1%,14.9%
,"TELLER, CO",831,-,11.4%
,"FAYETTE, IN",1141,-,31.5%
,"CLAY, KY",10 or fewer,-,-
,"STORY, IA",1133,1.6%,21.2%
,"FRANKLIN, GA",1041,-,29.2%
,"DELAWARE, IN",639,-,22.8%
,"HENDRY, FL",1081,1.6%,31%
,"MAHASKA, IA",1094,1.3%,24.4%
,"BUENA VISTA, IA",1124,-,25.6%
,"LEON, FL",1395,1.4%,18.3%
,"DES MOINES, IA",1343,1.2%,24.5%
,"JEFFERSON, IN",662,-,25.1%
,"CLARK, AR",916,-,24%
,"MONTGOMERY, IL",752,-,22.5%
,"POLK, GA",731,2.5%,24.5%
,"CLINTON, IA",960,2.7%,23.5%
,"SPENCER, KY",10 or fewer,-,-
,"BANKS, GA",823,-,26.6%
,"WASHINGTON, IN",622,-,30.7%
,"CHRISTIAN, IL",660,-,23.8%
,"POPE, AR",942,3%,25.6%
,"ARKANSAS, AR",914,1.5%,29.9%
,"COCHISE, AZ",559,6.1%,21.5%
,"WASHINGTON, IA",943,-,20.8%
,"MUHLENBERG, KY",10 or fewer,-,-
,"DOUGLAS, IL",988,1.3%,22.5%
,"HART, GA",672,-,28.4%
,"POINSETT, AR",874,-,31.1%
,"JONES, IA",1011,-,23.6%
,"PIATT, IL",840,1.3%,18.1%
,"SAN BENITO, CA",1112,1.2%,20.2%
,"MORGAN, IN",754,-,18.7%
,"RICHLAND, IL",822,-,26.6%
,"POWESHIEK, IA",740,-,22.3%
,"CHRISTIAN, KY",10 or fewer,-,-
,"BUTTS, GA",869,1.4%,20.6%
,"WARREN, IL",907,-,30.3%
,"MISSISSIPPI, AR",557,-,30.2%
,"OUACHITA, AR",1062,1.2%,33.8%
,"TUSCALOOSA, AL",705,-,30.5%
,"OSAGE, KS",883,-,23.3%
,"SEDGWICK, KS",435,-,11.3%
,"LATAH, ID",747,-,16.1%
,"CEDAR, IA",898,-,18.3%
,"HARDEE, FL",745,-,32.5%
,"SHASTA, CA",863,-,20.6%
,"SUWANNEE, FL",1026,1.7%,23.6%
,"BRADFORD, FL",889,-,28.1%
,"FRANKLIN, KS",562,-,21.9%
,"GENEVA, AL",552,-,14.5%
,"MAUI, HI",761,2%,18.8%
,"LEE, IA",916,-,22.6%
,"BREMER, IA",763,-,21.4%
,"PLYMOUTH, IA",637,-,20.3%
,"SHELBY, IL",648,-,23.3%
,"RIPLEY, IN",932,-,22.2%
,"BUTTE, CA",703,-,10.7%
,"BAKER, FL",884,-,28.2%
,"DAVIESS, IN",706,-,23.5%
,"SCOTT, IN",586,-,26.3%
,"OCONEE, GA",913,-,12.2%
,"LARUE, KY",10 or fewer,-,-
,"JEFFERSON, KS",745,-,20.7%
,"JASPER, IA",673,1.9%,26%
,"GEM, ID",618,-,18.8%
,"OKALOOSA, FL",1478,3.5%,20.4%
,"GARRARD, KY",10 or fewer,-,-
,"BOND, IL",723,-,23.5%
,"IOWA, IA",764,-,17.8%
,"JACKSON, IN",412,-,23.3%
,"MIAMI, IN",750,-,24.4%
,"GRAYSON, KY",10 or fewer,-,-
,"UNION, KY",10 or fewer,-,-
,"CALLOWAY, KY",10 or fewer,-,-
,"OBRIEN, IA",824,-,25.2%
,"STEPHENSON, IL",526,2.1%,26%
,"SANTA ROSA, FL",1980,2.1%,17.6%
,"GREENE, GA",423,-,26.5%
,"MONROE, FL",304,-,12.8%
,"GRANT, IN",409,-,23.2%
,"TAMA, IA",699,-,31%
,"WOODFORD, KY",10 or fewer,-,-
,"VALLEY, ID",632,-,13.4%
,"GRUNDY, IL",701,1.6%,15.4%
,"MINIDOKA, ID",679,-,23.4%
,"JENNINGS, IN",469,-,29%
,"BRECKINRIDGE, KY",10 or fewer,-,-
,"WEBSTER, KY",10 or fewer,-,-
,"ELBERT, CO",743,-,11.6%
,"ESTILL, KY",10 or fewer,-,-
,"LAKE, CA",783,-,18.9%
,"RABUN, GA",568,-,28.2%
,"SAN LUIS OBISPO, CA",390,2.8%,12.1%
,"BERRIEN, GA",644,-,25.2%
,"MIAMI, KS",383,-,16.2%
,"FRANKLIN, IN",692,-,23.3%
,"MARSHALL, IL",671,-,22.5%
,"LA PORTE, IN",341,-,21.1%
,"GOODING, ID",564,-,24.3%
,"IROQUOIS, IL",662,-,26.3%
,"ALLAMAKEE, IA",752,-,18.6%
,"FREMONT, CO",501,-,17.4%
,"WINNESHIEK, IA",678,-,16.8%
,"FAYETTE, IA",635,-,23.3%
,"LEE, IL",493,2.6%,23.7%
,"IMPERIAL, CA",267,-,15.4%
,"BOYLE, KY",10 or fewer,-,-
,"UNION, AR",539,2.8%,26.5%
,"MERCER, IL",594,1.9%,19.9%
,"SPENCER, IN",602,1.8%,22.4%
,"BAY, FL",769,2.3%,24.3%
,"GRANT, AR",521,-,24%
,"ETOWAH, AL",633,-,34%
,"WILLIAMSON, IL",63,-,19%
,"MUSCOGEE, GA",949,-,22.6%
,"WHITESIDE, IL",455,4.8%,24%
,"SHELBY, IN",501,-,21.8%
,"DEL NORTE, CA",870,-,22.6%
,"HENRY, IN",486,-,24.5%
,"LOGAN, IL",486,-,23.7%
,"CASSIA, ID",509,2.2%,18.9%
,"POTTAWATOMIE, KS",486,-,16.7%
,"KANKAKEE, IL",399,4%,21.8%
,"INDEPENDENCE, AR",618,1.8%,26.4%
,"LAWRENCE, IL",388,-,25.8%
,"FAYETTE, IL",332,-,23.8%
,"MASSAC, IL",391,-,26.3%
,"WARREN, KY",10 or fewer,-,-
,"WELLS, IN",636,-,20%
,"MARION, AL",509,-,29.7%
,"BUCHANAN, IA",441,-,24.5%
,"OWYHEE, ID",646,-,29.6%
,"MERCER, KY",10 or fewer,-,-
,"BELL, KY",10 or fewer,-,-
,"BOYD, KY",10 or fewer,-,-
,"JACKSON, KS",461,-,21.3%
,"MADISON, GA",436,3%,27.1%
,"MOFFAT, CO",634,-,20.3%
,"LETCHER, KY",10 or fewer,-,-
,"BOONE, IN",421,-,16.4%
,"CRAWFORD, IL",282,-,22.7%
,"MCCREARY, KY",10 or fewer,-,-
,"PICKENS, GA",501,-,20%
,"DUBOIS, IN",437,2.7%,19%
,"CHATTOOGA, GA",350,4.3%,29.1%
,"FORD, IL",499,-,21.8%
,"COCONINO, AZ",301,-,7.6%
,"MARION, IA",589,2.2%,21.7%
,"JACKSON, IL",87,-,25.3%
,"PIKE, IN",487,-,26.9%
,"MILLER, AR",764,2.2%,27.4%
,"BINGHAM, ID",431,-,15.8%
,"DECATUR, IN",495,-,24%
,"BIBB, GA",651,-,25.8%
,"UNION, GA",249,-,21.7%
,"HOUSTON, GA",756,-,21.8%
,"GILCHRIST, FL",584,-,22.3%
,"MERIWETHER, GA",323,-,32.2%
,"MORGAN, CO",429,-,20.5%
,"JACKSON, FL",213,-,29.1%
,"ESCAMBIA, AL",429,-,28.2%
,"CLAYTON, IA",441,-,19%
,"JO DAVIESS, IL",362,-,16.3%
,"HENRY, IA",492,-,18.9%
,"HUMBOLDT, IA",555,-,20.4%
,"CARTER, KY",10 or fewer,-,-
,"LYON, IA",605,-,14.9%
,"MORGAN, IL",332,-,16.3%
,"CONWAY, AR",408,-,23.5%
,"BATH, KY",10 or fewer,-,-
,"CARROLL, KY",10 or fewer,-,-
,"KNOTT, KY",10 or fewer,-,-
,"CALDWELL, KY",10 or fewer,-,-
,"MARION, KY",10 or fewer,-,-
,"GRUNDY, IA",477,-,23.7%
,"MOULTRIE, IL",433,-,21.7%
,"BONNEVILLE, ID",499,-,9.2%
,"LIVINGSTON, KY",10 or fewer,-,-
,"NEVADA, CA",299,-,-
,"CHOCTAW, AL",333,-,30%
,"DIXIE, FL",445,-,24.5%
,"TAYLOR, KY",10 or fewer,-,-
,"DREW, AR",378,-,24.6%
,"WASHINGTON, ID",391,-,18.4%
,"ADAMS, IN",408,-,15.4%
,"ROCKCASTLE, KY",10 or fewer,-,-
,"CROSS, AR",358,-,26%
,"MCDONOUGH, IL",346,-,17.9%
,"JOHNSON, AR",557,-,32%
,"JACKSON, KY",10 or fewer,-,-
,"CHATHAM, GA",321,-,17.4%
,"MASON, IL",356,-,29.5%
,"DELAWARE, IA",320,-,20.3%
,"HENRY, AL",152,-,21.7%
,"HARALSON, GA",508,2.6%,22.8%
,"OKEECHOBEE, FL",337,-,30.9%
,"JACKSON, IA",352,-,22.7%
,"LANIER, GA",419,-,27.2%
,"KEOKUK, IA",479,-,20.3%
,"VAN BUREN, AR",287,-,20.2%
,"COOK, GA",345,-,28.1%
,"RANDOLPH, IN",425,-,23.8%
,"GRANT, KY",10 or fewer,-,-
,"LOUISA, IA",454,-,28.2%
,"GARFIELD, CO",451,-,14.6%
,"HARLAN, KY",10 or fewer,-,-
,"LOGAN, AR",411,-,25.1%
,"CALHOUN, AL",115,-,28.7%
,"BUTLER, IA",407,-,22.1%
,"LASSEN, CA",315,-,20.3%
,"MONTGOMERY, KY",10 or fewer,-,-
,"PUTNAM, GA",238,-,28.6%
,"JASPER, IL",293,-,22.5%
,"LINCOLN, KY",10 or fewer,-,-
,"JEFFERSON, IA",315,-,22.5%
,"PERRY, KY",10 or fewer,-,-
,"PIKE, GA",395,-,19%
,"WRIGHT, IA",447,-,23.7%
,"LAMAR, GA",282,-,24.5%
,"JOHNSON, KY",10 or fewer,-,-
,"JASPER, IN",199,-,15.1%
,"KODIAK ISLAND, AK",431,-,17.2%
,"UNION, FL",470,-,26.2%
,"CLAY, IL",190,-,25.3%
,"BROOKS, GA",273,-,23.8%
,"GILMER, GA",389,-,18.8%
,"STARKE, IN",299,-,24.1%
,"JEFFERSON, AL",202,-,14.4%
,"DADE, GA",290,-,22.8%
,"MADISON, IA",396,-,17.2%
,"BARBOUR, AL",114,-,28.9%
,"CALHOUN, IA",365,-,24.7%
,"ALLEN, KS",294,-,24.1%
,"FANNIN, GA",279,-,18.6%
,"LAWRENCE, AR",264,-,28.8%
,"ANDERSON, KS",388,-,19.8%
,"SAC, IA",320,-,30%
,"FRANKLIN, AR",388,-,24%
,"CHAMBERS, AL",116,-,20.7%
,"PERRY, AR",331,-,27.8%
,"UNION, IN",372,-,23.1%
,"CASS, IN",323,-,20.4%
,"EAGLE, CO",362,-,8%
,"SAINT FRANCIS, AR",202,-,31.7%
,"ADAIR, KY",10 or fewer,-,-
,"PITKIN, CO",258,-,-
,"FLEMING, KY",10 or fewer,-,-
,"WHITE, IL",242,-,21.5%
,"MOHAVE, AZ",95,-,17.9%
,"FRANKLIN, IL",47,-,23.4%
,"HARRIS, GA",324,-,22.5%
,"HARRISON, KY",10 or fewer,-,-
,"COLUMBIA, AR",382,-,29.8%
,"POCAHONTAS, IA",391,-,29.7%
,"LAMAR, AL",179,-,26.8%
,"ASHLEY, AR",301,-,27.9%
,"TOWNS, GA",150,-,14.7%
,"EDGAR, IL",251,-,20.3%
,"SISKIYOU, CA",317,-,29.3%
,"ELBERT, GA",272,-,26.8%
,"SALINE, IL",99,-,14.1%
,"CRAWFORD, IN",250,-,23.6%
,"BROWN, IN",211,-,18.5%
,"YUBA, CA",366,-,19.7%
,"GLYNN, GA",419,3.3%,13.8%
,"BOONE, IA",357,-,23.8%
,"LYON, KY",10 or fewer,-,-
,"TRIMBLE, KY",10 or fewer,-,-
,"OTERO, CO",304,-,20.1%
,"GREENUP, KY",10 or fewer,-,-
,"SANTA CRUZ, AZ",210,-,16.2%
,"THOMAS, KS",344,-,15.4%
,"WABASH, IL",230,-,30%
,"LOGAN, CO",229,-,18.3%
,"CLARKE, AL",92,-,25%
,"CERRO GORDO, IA",368,-,22.6%
,"PRAIRIE, AR",278,-,23.4%
,"PICKENS, AL",190,-,34.7%
,"BALLARD, KY",10 or fewer,-,-
,"CHEROKEE, IA",190,-,16.8%
,"PHILLIPS, AR",246,-,28.9%
,"HART, KY",10 or fewer,-,-
,"POWELL, KY",10 or fewer,-,-
,"ATCHISON, KS",144,-,23.6%
,"MONROE, AR",242,-,28.5%
,"CASEY, KY",10 or fewer,-,-
,"JERSEY, IL",152,-,18.4%
,"CUMBERLAND, IL",227,-,26.9%
,"WASHINGTON, AL",122,-,28.7%
,"UNION, IL",131,-,22.1%
,"JACKSON, AR",213,-,31.9%
,"PERRY, IN",310,-,21%
,"MONROE, IN",161,-,19.3%
,"STARK, IL",277,-,22.4%
,"MORGAN, GA",236,-,22.9%
,"SHARP, AR",226,-,27%
,"DEKALB, IN",189,-,22.2%
,"MARION, IL",144,-,24.3%
,"RANDOLPH, AR",209,-,31.1%
,"CALAVERAS, CA",147,-,9.5%
,"RANDOLPH, IL",35,-,-
,"WASHINGTON, KY",10 or fewer,-,-
,"BREATHITT, KY",10 or fewer,-,-
,"MONROE, AL",105,-,26.7%
,"BARREN, KY",10 or fewer,-,-
,"CLAY, AR",211,-,21.8%
,"GREEN, KY",10 or fewer,-,-
,"WAYNE, KY",10 or fewer,-,-
,"SUMTER, AL",217,-,31.3%
,"MONTROSE, CO",277,-,13.4%
,"BOISE, ID",204,-,16.7%
,"LESLIE, KY",10 or fewer,-,-
,"PUTNAM, IL",256,-,20.3%
,"SUTTER, CA",302,-,9.9%
,"FULTON, IN",188,-,29.3%
,"DELTA, CO",220,-,15.5%
,"LEE, AL",206,-,18.4%
,"HAMILTON, IA",244,-,19.7%
,"YUMA, AZ",62,-,24.2%
,"NEVADA, AR",290,-,27.6%
,"HARDIN, IA",295,-,24.1%
,"WABAUNSEE, KS",218,-,16.1%
,"CRITTENDEN, KY",10 or fewer,-,-
,"DECATUR, IA",351,-,28.8%
,"GRAND, CO",200,-,8%
,"JACKSON, AL",144,-,15.3%
,"YELL, AR",273,4%,28.6%
,"HAMILTON, FL",256,-,32.4%
,"MAGOFFIN, KY",10 or fewer,-,-
,"HEMPSTEAD, AR",345,-,27.8%
,"APPANOOSE, IA",359,-,26.2%
,"COFFEY, KS",127,-,17.3%
,"FULTON, KY",10 or fewer,-,-
,"JOHNSON, IL",108,-,24.1%
,"MADISON, FL",188,-,26.1%
,"CARROLL, IL",177,-,19.2%
,"UPSON, GA",195,-,20.5%
,"CHEROKEE, AL",84,-,26.2%
,"BEAR LAKE, ID",320,-,8.4%
,"WALTON, FL",361,3.6%,23%
,"NEMAHA, KS",119,-,21%
,"RUSSELL, KY",10 or fewer,-,-
,"HENDERSON, IL",249,-,30.5%
,"PARK, CO",235,-,8.5%
,"TIPPECANOE, IN",194,-,11.9%
,"ROWAN, KY",10 or fewer,-,-
,"LAS ANIMAS, CO",184,-,22.3%
,"TUOLUMNE, CA",170,-,15.9%
,"DONIPHAN, KS",153,-,31.4%
,"MENARD, IL",249,-,22.5%
,"AMADOR, CA",111,-,14.4%
,"HANCOCK, IL",322,-,14.9%
,"MONONA, IA",103,-,15.5%
,"PAGE, IA",62,-,24.2%
,"RANDOLPH, AL",94,-,20.2%
,"GILA, AZ",57,-,-
,"OGLETHORPE, GA",159,-,26.4%
,"BROWN, KS",121,-,31.4%
,"POWER, ID",183,-,14.8%
,"TIPTON, IN",214,-,22%
,"ADAMS, ID",156,-,19.2%
,"LINCOLN, ID",192,-,26%
,"GUTHRIE, IA",203,-,24.1%
,"CARLISLE, KY",10 or fewer,-,-
,"MADISON, AL",138,-,10.9%
,"BAXTER, AR",285,-,23.5%
,"CLARKE, IA",252,-,26.6%
,"LA PLATA, CO",347,-,12.1%
,"DICKINSON, KS",156,-,22.4%
,"TRIGG, KY",10 or fewer,-,-
,"PENDLETON, KY",10 or fewer,-,-
,"PLUMAS, CA",112,-,-
,"DOUGHERTY, GA",313,-,33.2%
,"LAWRENCE, KY",10 or fewer,-,-
,"SCOTT, AR",210,-,21%
,"FOUNTAIN, IN",177,-,20.9%
,"HEARD, GA",175,-,25.7%
,"CASS, IL",150,-,19.3%
,"ANCHORAGE, AK",169,-,9.5%
,"MILLS, IA",153,-,11.1%
,"BRADLEY, AR",259,-,31.7%
,"LEE, KY",10 or fewer,-,-
,"CHICKASAW, IA",168,-,23.2%
,"SUMMIT, CO",216,-,6.5%
,"CLINTON, KY",10 or fewer,-,-
,"CHAFFEE, CO",162,-,9.9%
,"LINN, KS",98,-,27.6%
,"DESHA, AR",215,-,25.1%
,"MASON, KY",10 or fewer,-,-
,"BUTLER, KY",10 or fewer,-,-
,"OWEN, KY",10 or fewer,-,-
,"PROWERS, CO",208,-,24%
,"LINCOLN, AR",179,-,26.8%
,"NAVAJO, AZ",56,-,-
,"COVINGTON, AL",89,-,33.7%
,"DESOTO, FL",301,-,32.2%
,"HOLMES, FL",127,-,27.6%
,"EDWARDS, IL",150,-,30%
,"CRAWFORD, KS",82,-,14.6%
,"POLK, AR",237,-,19.8%
,"WAYNE, IL",61,-,18%
,"CLEVELAND, AR",199,-,25.6%
,"MARIPOSA, CA",59,-,20.3%
,"PERRY, IL",14,-,-
,"ALEXANDER, IL",134,-,30.6%
,"BOONE, AR",346,3.8%,22%
,"MARSHALL, KS",94,-,20.2%
,"DALLAS, AR",179,-,24%
,"MCLEAN, KY",10 or fewer,-,-
,"CHARLTON, GA",159,-,27.7%
,"PULASKI, IL",137,-,27.7%
,"CLARK, IL",130,-,22.3%
,"DICKINSON, IA",145,-,13.8%
,"OSCEOLA, IA",190,-,17.9%
,"SALINE, KS",90,-,21.1%
,"HOWARD, IA",178,-,23%
,"OHIO, KY",10 or fewer,-,-
,"RUSH, IN",156,-,26.3%
,"LUCAS, IA",181,-,22.7%
,"WASHINGTON, IL",122,-,21.3%
,"TIFT, GA",178,-,28.7%
,"MADISON, AR",424,-,23.6%
,"MONROE, GA",170,-,23.5%
,"CLAY, IA",214,-,18.7%
,"COLQUITT, GA",160,-,26.9%
,"BALDWIN, GA",155,-,23.2%
,"UNION, IA",184,-,16.8%
,"THOMAS, GA",219,-,19.6%
,"ORANGE, IN",119,-,21.8%
,"SWITZERLAND, IN",163,-,27.6%
,"TAYLOR, FL",227,-,31.7%
,"GREENE, IL",65,-,23.1%
,"MONTGOMERY, KS",80,-,20%
,"PUTNAM, IN",53,-,-
,"EARLY, GA",57,-,24.6%
,"IDAHO, ID",140,-,11.4%
,"CARIBOU, ID",98,-,13.3%
,"VIGO, IN",79,-,26.6%
,"CARROLL, IA",144,-,27.1%
,"CONECUH, AL",108,-,28.7%
,"CRAWFORD, IA",71,-,16.9%
,"PAWNEE, KS",148,-,22.3%
,"GREENE, IA",151,-,24.5%
,"KOOTENAI, ID",118,-,10.2%
,"ELLIS, KS",106,-,15.1%
,"IDA, IA",92,-,17.4%
,"CHICOT, AR",142,-,28.2%
,"DAVIS, IA",234,-,21.4%
,"BOURBON, KS",56,-,-
,"ELLIOTT, KY",10 or fewer,-,-
,"PIKE, AR",177,-,20.9%
,"CLINCH, GA",81,-,25.9%
,"GLADES, FL",117,-,21.4%
,"MONROE, IL",47,-,-
,"ADAMS, IL",112,-,17.9%
,"CARROLL, AR",296,-,22%
,"GREENE, IN",67,-,22.4%
,"JASPER, GA",162,-,19.8%
,"BRACKEN, KY",10 or fewer,-,-
,"MARTIN, KY",10 or fewer,-,-
,"VAN BUREN, IA",116,-,22.4%
,"MONROE, IA",165,-,29.1%
,"COFFEE, GA",108,-,26.9%
,"PIKE, AL",19,-,-
,"MORGAN, KY",10 or fewer,-,-
,"HUERFANO, CO",79,-,16.5%
,"CARROLL, IN",117,-,23.1%
,"CASS, IA",88,-,22.7%
,"GRAHAM, AZ",82,-,19.5%
,"GADSDEN, FL",164,-,27.4%
,"TEHAMA, CA",131,-,22.1%
,"FLOYD, IA",133,-,18%
,"SEVIER, AR",208,-,23.1%
,"MARSHALL, AL",46,-,-
,"KOSSUTH, IA",138,-,19.6%
,"GALLATIN, KY",10 or fewer,-,-
,"HOWARD, AR",180,-,24.4%
,"MONTGOMERY, AL",63,-,22.2%
,"MARTIN, IN",132,-,15.2%
,"CLAY, KS",53,-,-
,"LEE, AR",89,-,24.7%
,"HICKMAN, KY",10 or fewer,-,-
,"HARRISON, IA",66,-,-
,"SULLIVAN, IN",93,-,29%
,"CLEBURNE, AL",66,-,30.3%
,"NEWTON, IN",95,-,11.6%
,"YUMA, CO",114,-,13.2%
,"TALLADEGA, AL",34,-,41.2%
,"RUSSELL, AL",131,-,20.6%
,"JEFFERSON, IL",42,-,-
,"LAWRENCE, IN",80,-,22.5%
,"LITTLE RIVER, AR",171,-,28.1%
,"WAKULLA, FL",183,-,26.2%
,"ALAMOSA, CO",160,-,14.4%
,"IZARD, AR",151,-,16.6%
,"RIO GRANDE, CO",139,-,24.5%
,"WASHINGTON, FL",90,-,24.4%
,"BUTLER, KS",81,-,13.6%
,"NICHOLAS, KY",10 or fewer,-,-
,"STONE, AR",105,-,25.7%
,"WARE, GA",160,-,20%
,"NEOSHO, KS",60,-,31.7%
,"HANCOCK, KY",10 or fewer,-,-
,"JAY, IN",91,-,28.6%
,"APACHE, AZ",24,-,-
,"MORRIS, KS",64,-,20.3%
