,"CHARLES MIX, SD",106,-,-
,"SEVIER, TN",40,-,-
,"LOUDON, TN",46,-,-
,"EDDY, ND",87,-,-
,"HETTINGER, ND",94,-,-
,"PUSHMATAHA, OK",46,-,-
,"FRANKLIN, TN",63,-,-
,"RED RIVER, TX",46,-,-
,"WALWORTH, SD",54,-,-
,"MORGAN, UT",168,-,-
,"GRAND, UT",42,-,-
,"JEFFERSON, TN",59,-,-
,"BUENA VISTA CITY, VA",111,-,11.7%
,"GRANT, ND",104,-,-
,"PARMER, TX",25,-,-
,"SWISHER, TX",21,-,-
,"FLOYD, VA",76,-,-
,"BECKHAM, OK",59,-,-
,"HUMPHREYS, TN",85,-,-
,"ALLEGHANY, VA",32,-,-
,"KIDDER, ND",99,-,12.1%
,"DUVAL, TX",259,-,11.2%
,"GRAINGER, TN",59,-,-
,"CORSON, SD",53,-,-
,"PERKINS, SD",50,-,-
,"BOWMAN, ND",71,-,-
,"STEELE, ND",87,-,-
,"MCINTOSH, ND",50,-,-
,"HUTCHINSON, SD",101,-,-
,"JACKSON, OK",70,-,-
,"SALEM, VA",50,-,-
,"FRIO, TX",56,-,-
,"OCHILTREE, TX",27,-,-
,"ELK, PA",10 or fewer,-,-
,"CALLAHAN, TX",114,-,10.5%
,"MILLS, TX",37,-,-
,"ROANE, TN",30,-,-
,"MIFFLIN, PA",12,-,-
,"COVINGTON CITY, VA",33,-,-
,"SNYDER, PA",23,-,-
,"CHOCTAW, OK",38,-,-
,"DONLEY, TX",15,-,-
,"SEVIER, UT",120,-,-
,"MONROE, TN",56,-,-
,"DIVIDE, ND",92,-,-
,"ADAMS, ND",52,-,-
,"HIGHLAND, VA",42,-,-
,"CASTRO, TX",34,-,-
,"WHEELER, OR",47,-,-
,"MARSHALL, OK",23,-,-
,"BATH, VA",56,-,-
,"LIVE OAK, TX",177,-,6.8%
,"LOGAN, ND",61,-,-
,"WHEELER, TX",17,-,-
,"HANSFORD, TX",19,-,-
,"LOVE, OK",45,-,-
,"AURORA, SD",91,-,-
,"ATOKA, OK",42,-,-
,"CLAIBORNE, TN",26,-,-
,"KINGFISHER, OK",51,-,-
,"BENNETT, SD",66,-,-
,"BURKE, ND",72,-,-
,"BUFFALO, SD",71,-,-
,"COFFEE, TN",31,-,-
,"ARMSTRONG, TX",83,-,-
,"KARNES, TX",80,-,21.3%
,"OLIVER, ND",84,-,-
,"DELTA, TX",29,-,-
,"HANSON, SD",78,-,-
,"OLDHAM, TX",31,-,-
,"PUTNAM, TN",19,-,-
,"SABINE, TX",56,-,-
,"NOBLE, OK",33,-,-
,"CLAY, TX",78,-,-
,"GONZALES, TX",54,-,-
,"GOLDEN VALLEY, ND",60,-,-
,"HALE, TX",50,-,-
,"JACKSON, SD",65,-,-
,"HAAKON, SD",49,-,-
,"STEPHENS, TX",66,-,-
,"ARCHER, TX",100,-,-
,"UNION, PA",10 or fewer,-,-
,"OGLALA LAKOTA, SD",102,-,17.6%
,"EMERY, UT",57,-,-
,"WOODWARD, OK",31,-,-
,"JOHNSTON, OK",49,-,-
,"WARREN, TN",25,-,-
,"CHEATHAM, TN",23,-,-
,"NEWTON, TX",66,-,-
,"BON HOMME, SD",39,-,-
,"JONES, TX",76,-,15.8%
,"ROBERTSON, TN",18,-,-
,"REFUGIO, TX",138,-,8%
,"HEMPHILL, TX",18,-,-
,"MURRAY, OK",22,-,-
,"MINER, SD",36,-,-
,"MILLARD, UT",73,-,-
,"SAN AUGUSTINE, TX",64,-,-
,"MELLETTE, SD",34,-,-
,"RENVILLE, ND",39,-,-
,"JUAB, UT",76,-,-
,"KIOWA, OK",38,-,-
,"HOWARD, TX",59,-,-
,"WASHITA, OK",29,-,-
,"ZAVALA, TX",35,-,-
,"GOLIAD, TX",57,-,-
,"MCPHERSON, SD",39,-,-
,"STANLEY, SD",30,-,-
,"TILLMAN, OK",47,-,-
,"BROOKS, TX",113,-,11.5%
,"DIMMIT, TX",39,-,-
,"VAN BUREN, TN",22,-,-
,"MASON, TX",22,-,-
,"CLINTON, PA",16,-,-
,"EMPORIA CITY, VA",19,-,-
,"BLAINE, OK",41,-,-
,"CHILDRESS, TX",16,-,-
,"SHERMAN, OR",23,-,-
,"WILLACY, TX",58,-,-
,"NOLAN, TX",44,-,-
,"MARION, TX",23,-,-
,"FAULK, SD",33,-,-
,"COTTON, OK",33,-,-
,"FOREST, PA",10 or fewer,-,-
,"WILBARGER, TX",38,-,-
,"HOCKLEY, TX",48,-,-
,"GILLIAM, OR",15,-,-
,"COLEMAN, TX",32,-,-
,"MCCULLOCH, TX",26,-,-
,"SANBORN, SD",53,-,-
,"HALL, TX",10 or fewer,-,-
,"ZAPATA, TX",72,-,-
,"SCOTT, TN",10 or fewer,-,-
,"RUNNELS, TX",58,-,-
,"SHERIDAN, ND",24,-,-
,"CAMPBELL, SD",21,-,-
,"MONTOUR, PA",15,-,-
,"HARDING, SD",30,-,-
,"COLLINGSWORTH, TX",12,-,-
,"BEDFORD, TN",10 or fewer,-,-
,"HICKMAN, TN",14,-,-
,"ANDREWS, TX",56,-,19.6%
,"WHITE, TN",13,-,-
,"LIPSCOMB, TX",10 or fewer,-,-
,"SHERMAN, TX",10 or fewer,-,-
,"KANE, UT",19,-,-
,"JIM HOGG, TX",87,-,-
,"COAL, OK",10 or fewer,-,-
,"MORGAN, TN",18,-,-
,"CIMARRON, OK",10 or fewer,-,-
,"MAJOR, OK",20,-,-
,"BILLINGS, ND",21,-,-
,"BEAVER, OK",20,-,-
,"STEWART, TN",10 or fewer,-,-
,"GAINES, TX",42,-,-
,"JERAULD, SD",30,-,-
,"RICH, UT",21,-,-
,"HARTLEY, TX",10 or fewer,-,-
,"BEAVER, UT",31,-,-
,"BAILEY, TX",26,-,-
,"HAND, SD",13,-,-
,"LA SALLE, TX",20,-,-
,"SCURRY, TX",29,-,-
,"POTTER, SD",13,-,-
,"HASKELL, TX",27,-,-
,"WOODS, OK",11,-,-
,"SHACKELFORD, TX",25,-,-
,"GREER, OK",11,-,-
,"ZIEBACH, SD",15,-,-
,"JEFFERSON, OK",18,-,-
,"FENTRESS, TN",12,-,-
,"MARSHALL, TN",12,-,-
,"LAWRENCE, TN",16,-,-
,"CROSBY, TX",20,-,-
,"ROGER MILLS, OK",10 or fewer,-,-
,"WAYNE, TN",10 or fewer,-,-
,"LINCOLN, TN",10 or fewer,-,-
,"PERRY, TN",10 or fewer,-,-
,"BREWSTER, TX",10 or fewer,-,-
,"LAMB, TX",12,-,-
,"PECOS, TX",26,-,-
,"EDWARDS, TX",10 or fewer,-,-
,"HOUSTON, TN",10 or fewer,-,-
,"WARD, TX",30,-,-
,"DEWEY, OK",11,-,-
,"ALFALFA, OK",20,-,-
,"OVERTON, TN",10 or fewer,-,-
,"HARPER, OK",11,-,-
,"BRISCOE, TX",10 or fewer,-,-
,"FLOYD, TX",28,-,-
,"UNION, TN",10 or fewer,-,-
,"CANNON, TN",10 or fewer,-,-
,"GARFIELD, UT",13,-,-
,"SMITH, TN",10 or fewer,-,-
,"REEVES, TX",16,-,-
,"MACON, TN",10 or fewer,-,-
,"CRAIG, VA",20,-,-
,"REAL, TX",14,-,-
,"HARDEMAN, TX",11,-,-
,"MITCHELL, TX",15,-,-
,"DEKALB, TN",10 or fewer,-,-
,"FISHER, TX",26,-,-
,"TERRY, TX",23,-,-
,"WAYNE, UT",13,-,-
,"GILES, TN",10 or fewer,-,-
,"KIMBLE, TX",11,-,-
,"BAYLOR, TX",16,-,-
,"SULLY, SD",18,-,-
,"GRANT, OK",10 or fewer,-,-
,"HARMON, OK",10 or fewer,-,-
,"HYDE, SD",10 or fewer,-,-
,"KINNEY, TX",10 or fewer,-,-
,"DAGGETT, UT",10 or fewer,-,-
,"LEWIS, TN",10 or fewer,-,-
,"LYNN, TX",25,-,-
,"ELLIS, OK",10 or fewer,-,-
,"JONES, SD",12,-,-
,"ROBERTS, TX",10 or fewer,-,-
,"KNOX, TX",15,-,-
,"CAMERON, PA",10 or fewer,-,-
,"DAWSON, TX",16,-,-
,"BORDEN, TX",31,-,-
,"FOARD, TX",10 or fewer,-,-
,"SLOPE, ND",10 or fewer,-,-
,"THROCKMORTON, TX",10 or fewer,-,-
,"COKE, TX",11,-,-
,"GARZA, TX",12,-,-
,"CROCKETT, TX",12,-,-
,"WINKLER, TX",16,-,-
,"MARTIN, TX",15,-,-
,"JACKSON, TN",10 or fewer,-,-
,"CONCHO, TX",10 or fewer,-,-
,"YOAKUM, TX",10 or fewer,-,-
,"IRION, TX",16,-,-
,"CRANE, TX",22,-,-
,"SUTTON, TX",13,-,-
,"MENARD, TX",10 or fewer,-,-
,"COTTLE, TX",10 or fewer,-,-
,"COCHRAN, TX",17,-,-
,"REAGAN, TX",11,-,-
,"CLAY, TN",10 or fewer,-,-
,"SCHLEICHER, TX",10 or fewer,-,-
,"PRESIDIO, TX",10 or fewer,-,-
,"UPTON, TX",11,-,-
,"PICKETT, TN",10 or fewer,-,-
,"GLASSCOCK, TX",10 or fewer,-,-
,"TROUSDALE, TN",10 or fewer,-,-
,"PIUTE, UT",10 or fewer,-,-
,"MCMULLEN, TX",10 or fewer,-,-
,"DICKENS, TX",10 or fewer,-,-
,"STERLING, TX",10 or fewer,-,-
,"JEFF DAVIS, TX",10 or fewer,-,-
,"STONEWALL, TX",10 or fewer,-,-
,"DEWITT, TX",10 or fewer,-,-
,"MOORE, TN",10 or fewer,-,-
,"KING, TX",10 or fewer,-,-
,"KENT, TX",10 or fewer,-,-
,"TERRELL, TX",10 or fewer,-,-
,"CULBERSON, TX",10 or fewer,-,-
,"HUDSPETH, TX",10 or fewer,-,-
,"MOTLEY, TX",10 or fewer,-,-
,"KENEDY, TX",10 or fewer,-,-
,"LOVING, TX",10 or fewer,-,-
,None of the above,128666,0.412%,7.8%
,Total,2145384,0.468%,8.6%
≥ 15 and < 20 years,"HARRIS, TX",183452,0.827%,21.1%
,"DALLAS, TX",53594,0.463%,22.6%
,"TARRANT, TX",90505,0.826%,22.8%
,"CUYAHOGA, OH",58328,0.773%,21.4%
,"PHILADELPHIA, PA",33983,0.533%,22.3%
,"FRANKLIN, OH",31903,0.282%,20.6%
,"HAMILTON, OH",46333,0.874%,21.4%
,"FAIRFAX, VA",29724,0.535%,12.2%
,"BEXAR, TX",39571,0.892%,20.1%
,"COLLIN, TX",32049,0.29%,13.1%
,"TULSA, OK",27634,0.68%,20.8%
,"MONTGOMERY, PA",19480,0.293%,13.2%
,"ALLEGHENY, PA",20261,0.183%,15.7%
,"GREENVILLE, SC",28595,0.713%,21%
,"MONTGOMERY, OH",28316,0.802%,22.2%
,"DENTON, TX",26613,0.413%,15%
,"SALT LAKE, UT",30303,0.294%,11.6%
,"MULTNOMAH, OR",25065,0.77%,17%
,"FORT BEND, TX",35551,0.861%,14.9%
,"YORK, PA",24274,0.601%,21.3%
,"TRAVIS, TX",27326,0.351%,20.6%
,"LEHIGH, PA",22889,0.651%,21.9%
,"BUCKS, PA",13428,0.231%,16.2%
,"LUCAS, OH",22437,0.985%,25.1%
,"CHESTER, PA",17018,0.617%,11.5%
,"BUTLER, OH",21312,0.746%,21.7%
,"SPARTANBURG, SC",19664,0.885%,25.4%
,"BELL, TX",21523,0.925%,25.5%
,"NORTHAMPTON, PA",18269,0.673%,22.1%
,"SHELBY, TN",9515,0.935%,18.4%
,"MONTGOMERY, TX",27144,0.792%,16.4%
,"DELAWARE, PA",13726,0.663%,15.3%
,"CHARLESTON, SC",13706,1.1%,17.6%
,"VIRGINIA BEACH CITY, VA",11848,0.312%,17.4%
,"SUMMIT, OH",14758,0.291%,18.5%
,"BERKS, PA",11352,0.617%,16.8%
,"PRINCE WILLIAM, VA",14447,0.678%,18.9%
,"WASHINGTON, OR",18372,0.827%,14.4%
,"RICHLAND, SC",15152,1.2%,19.4%
,"LORAIN, OH",14577,0.858%,21.6%
,"LOUDOUN, VA",12474,0.826%,10.8%
,"CHESTERFIELD, VA",12472,1.3%,19.3%
,"LANCASTER, PA",10304,0.359%,18.1%
,"WILLIAMSON, TX",11392,0.702%,16.2%
,"HENRICO, VA",11428,1.1%,17.5%
,"WARREN, OH",13584,0.832%,15.8%
,"DAUPHIN, PA",9757,0.687%,20.6%
,"CUMBERLAND, PA",9019,0.466%,19.1%
,"HAMILTON, TN",9253,1.5%,23.8%
,"ANDERSON, SC",12059,0.713%,23.7%
,"DESCHUTES, OR",9512,0.631%,14.2%
,"CLACKAMAS, OR",12161,0.962%,13.2%
,"CLERMONT, OH",10475,0.897%,19.9%
,"CASS, ND",10760,0.623%,18%
,"DELAWARE, OH",8182,0.293%,14.1%
,"OKLAHOMA, OK",12652,0.964%,27.4%
,"STARK, OH",7963,0.201%,15.1%
,"MCLENNAN, TX",10855,0.866%,25.1%
,"BRAZORIA, TX",12474,0.826%,17.9%
,"MONROE, PA",9673,0.569%,23.6%
,"BERKELEY, SC",9141,1.4%,23.4%
,"ELLIS, TX",9162,0.458%,22.1%
,"LAKE, OH",7905,0.595%,19.6%
,"CHESAPEAKE CITY, VA",3981,0.276%,18.4%
,"ERIE, PA",8810,0.238%,21.9%
,"LEXINGTON, SC",10450,1%,18.6%
,"MINNEHAHA, SD",9476,0.834%,17.1%
,"MAHONING, OH",5580,0.502%,24.2%
,"LICKING, OH",7677,0.326%,21.6%
,"NEWPORT NEWS CITY, VA",6670,0.45%,22.4%
,"GREENE, OH",8356,0.682%,22%
,"CHITTENDEN, VT",6285,0.859%,12.1%
,"JOHNSON, TX",9831,0.793%,23.9%
,"HORRY, SC",4693,1.5%,24.1%
,"ARLINGTON, VA",5315,0.508%,11.4%
,"SULLIVAN, TN",6680,0.539%,27.2%
,"NORFOLK CITY, VA",2873,0.418%,25.2%
,"MEDINA, OH",7343,0.381%,15.6%
,"WESTMORELAND, PA",3811,-,18.4%
,"RICHMOND CITY, VA",4871,1.2%,24.9%
,"SCHUYLKILL, PA",6501,0.446%,22.9%
,"PICKENS, SC",6706,0.85%,26.6%
,"KAUFMAN, TX",6263,0.271%,24.3%
,"MARION, OR",6864,1.8%,21.2%
,"BRAZOS, TX",6946,0.893%,21.1%
,"TRUMBULL, OH",4479,0.536%,21.9%
,"CLARK, OH",6117,0.817%,28%
,"SMITH, TX",6193,0.581%,23.4%
,"LEBANON, PA",6191,0.565%,20.4%
,"PARKER, TX",7365,0.733%,18.5%
,"HAMPTON CITY, VA",4484,0.669%,22.5%
,"MIAMI, OH",6235,0.69%,20.9%
,"ALBEMARLE, VA",4885,0.798%,14.6%
,"GALVESTON, TX",5784,1%,14.6%
,"FLORENCE, SC",4113,1.1%,25.8%
,"RICHLAND, OH",5308,0.377%,24.5%
,"FRANKLIN, PA",5129,0.643%,24.1%
,"LUZERNE, PA",4583,0.48%,21.2%
,"WOOD, OH",5690,0.721%,18.8%
,"FAIRFIELD, OH",3450,0.377%,20.3%
,"WASHINGTON, TN",4362,0.55%,23.6%
,"FAYETTE, PA",3845,0.806%,26.4%
,"ADAMS, PA",4981,0.723%,21.8%
,"WASHINGTON, PA",3955,-,16.9%
,"PORTAGE, OH",4478,0.246%,18.7%
,"ALEXANDRIA CITY, VA",2665,0.563%,15.2%
,"DAVIS, UT",7376,0.203%,6.7%
,"DORCHESTER, SC",5504,1%,21%
,"BURLEIGH, ND",5250,0.895%,17.6%
,"YORK, SC",3847,0.728%,13.3%
,"ROCKWALL, TX",3827,0.287%,17%
,"JAMES CITY, VA",3900,0.41%,16%
,"ALLEN, OH",4228,0.899%,24.6%
,"HANOVER, VA",4236,1.1%,16.5%
,"SUMTER, SC",3616,1.5%,24.7%
,"SUFFOLK CITY, VA",2538,0.433%,23.2%
,"GREENWOOD, SC",4487,1%,27.5%
,"TUSCARAWAS, OH",3874,-,18.9%
,"RANDALL, TX",3094,0.388%,15.7%
,"LACKAWANNA, PA",2941,0.476%,16.8%
,"PROVIDENCE, RI",4521,0.597%,23.6%
,"NUECES, TX",11489,0.792%,18.9%
,"BUTLER, PA",2910,-,12.4%
,"GRAND FORKS, ND",3956,0.556%,18.5%
,"LANCASTER, SC",3407,0.675%,21.8%
,"ROCKINGHAM, VA",3442,1.2%,23.5%
,"UTAH, UT",6942,-,3.6%
,"PORTSMOUTH CITY, VA",1955,-,26.9%
,"CARBON, PA",3686,0.434%,29.5%
,"OCONEE, SC",2955,1.1%,24.6%
,"FREDERICK, VA",3060,1.1%,21.8%
,"GREENE, TN",3497,0.686%,28.2%
,"ROGERS, OK",3015,0.663%,21.7%
,"JACKSON, OR",5183,1.1%,18.3%
,"GEAUGA, OH",3244,0.709%,13.8%
,"MARION, OH",3330,0.541%,32%
,"KERSHAW, SC",3229,0.991%,22.2%
,"COOS, OR",2420,0.785%,26.9%
,"WAYNE, OH",3609,0.499%,17.2%
,"WAGONER, OK",2937,0.613%,20%
,"WASHINGTON, VT",2697,0.704%,18.1%
,"BRADFORD, PA",3350,0.657%,27.8%
,"YORK, VA",3234,0.371%,13.4%
,"PENNINGTON, SD",2698,-,15.1%
,"HENDERSON, TX",2491,-,25.1%
,"ASHTABULA, OH",2872,0.836%,24.8%
,"POTTER, TX",2450,0.694%,22.9%
,"BELMONT, OH",2640,0.53%,26.4%
,"CHEROKEE, SC",2969,0.943%,32.1%
,"CREEK, OK",2852,0.631%,24.5%
,"WASHINGTON, VA",2395,0.501%,25.8%
,"LAURENS, SC",2891,0.969%,27.9%
,"ORANGEBURG, SC",2604,1.7%,29.9%
,"COLUMBIANA, OH",2097,-,25.2%
,"LINCOLN, SD",3548,0.846%,13.2%
,"MUSKOGEE, OK",2060,0.874%,27.3%
,"HAYS, TX",2456,-,20%
,"CORYELL, TX",2784,1.1%,25.6%
,"HAWKINS, TN",2306,-,31.3%
,"CULPEPER, VA",2740,0.912%,24.3%
,"BEAUFORT, SC",2327,1.8%,18.6%
,"CHARLOTTESVILLE CITY, VA",2166,0.831%,15.6%
,"AUGUSTA, VA",2579,1.1%,23.8%
,"HUNT, TX",1995,0.652%,24.8%
,"WINDSOR, VT",1737,1%,19.4%
,"MADISON, TN",1413,0.991%,28.5%
,"BEAVER, PA",1305,-,16.4%
,"HIDALGO, TX",4469,0.336%,29.3%
,"ATHENS, OH",2403,-,21.2%
,"LANE, OR",2904,4%,20.1%
,"PICKAWAY, OH",1700,0.706%,24.7%
,"LIBERTY, TX",3477,1.4%,24.2%
,"CARTER, TN",2024,-,27.4%
,"CRAWFORD, OH",1950,-,33.5%
,"FAUQUIER, VA",1658,1.2%,17.9%
,"SANDUSKY, OH",2105,0.665%,25.7%
,"CLEVELAND, OK",2282,1.8%,24.4%
,"GLOUCESTER, VA",1843,-,19.6%
,"SENECA, OH",1977,1.3%,27.4%
,"WISE, VA",2099,1%,34.2%
,"SHENANDOAH, VA",1817,-,25.8%
,"COLUMBIA, OR",2080,0.817%,23.1%
,"FULTON, OH",2317,0.993%,23.1%
,"MADISON, OH",1605,-,21.5%
,"DARLINGTON, SC",1254,1.7%,23.8%
,"HARRISONBURG CITY, VA",2007,1.3%,22.2%
,"DARKE, OH",1953,0.768%,21.8%
,"PREBLE, OH",2224,0.764%,28.1%
,"WASHINGTON, TX",2193,-,27.5%
,"BURNET, TX",1737,0.691%,23.1%
,"BROWN, OH",1921,1.3%,25.6%
,"WILLIAMS, OH",2080,-,26.7%
,"CLINTON, OH",1774,-,24.1%
,"MAYES, OK",1981,0.757%,24.7%
,"LYNCHBURG CITY, VA",1890,1.2%,20.2%
,"ERIE, OH",1627,0.676%,22.9%
,"DEFIANCE, OH",2123,0.612%,27.2%
,"ISLE OF WIGHT, VA",1412,-,21.2%
,"UNION, OH",1011,-,20.1%
,"ASHLAND, OH",1657,-,21.1%
,"ADDISON, VT",1556,0.964%,18.7%
,"PERRY, PA",1453,-,22.2%
,"STARK, ND",2019,0.743%,19.1%
,"TOOELE, UT",2434,-,12.5%
,"BRADLEY, TN",1795,2.5%,27.6%
,"WASHINGTON, RI",879,-,12.7%
,"NEWPORT, RI",764,-,12.2%
,"STAFFORD, VA",1793,1.9%,16.8%
,"WEBER, UT",2391,-,5.3%
,"LOUISA, VA",1492,1.3%,27.7%
,"MORTON, ND",1688,-,20.4%
,"YAMHILL, OR",1957,1.4%,19.4%
,"TIPTON, TN",1336,0.898%,27.4%
,"JEFFERSON, TX",2483,2.7%,24.2%
,"ORANGE, VA",1525,1.4%,25.1%
,"GRAYSON, TX",1131,1.1%,19.8%
,"WARREN, VA",1515,1.1%,22.6%
,"HURON, OH",1714,0.758%,24.2%
,"PIKE, PA",1260,-,22.9%
,"WARD, ND",1688,1.4%,18.5%
,"MALHEUR, OR",1950,0.872%,27.1%
,"WINDHAM, VT",1095,-,13.2%
,"HALIFAX, VA",1397,-,31.4%
,"BASTROP, TX",2432,-,26.3%
,"MANASSAS CITY, VA",1344,1.2%,23.7%
,"PETERSBURG CITY, VA",1052,1%,31.6%
,"MERCER, PA",1081,-,18.2%
,"CROOK, OR",1363,1%,20.2%
,"SMYTH, VA",1344,0.893%,28.1%
,"ACCOMACK, VA",1071,-,21.3%
,"OTTAWA, OH",1382,1.2%,24.1%
,"HOOD, TX",1713,1.2%,21.6%
,"AUGLAIZE, OH",1194,2.2%,20.9%
,"WOOD, TX",1271,-,27.3%
,"OKMULGEE, OK",1267,-,26%
,"UNION, SC",1613,-,30.6%
,"WISE, TX",1672,1.3%,20.6%
,"CHAMPAIGN, OH",1435,-,28.2%
,"FLUVANNA, VA",1234,1.1%,21%
,"HIGHLAND, OH",1291,1.6%,26.2%
,"RUTLAND, VT",1092,1.5%,21.1%
,"ROSS, OH",719,-,25.3%
,"VAN ZANDT, TX",1151,-,24.2%
,"FRANKLIN, VT",1001,1.5%,16.5%
,"CANADIAN, OK",1678,1.5%,22.4%
,"SHELBY, OH",1403,2%,22.1%
,"PUTNAM, OH",1520,1.1%,19.3%
,"AIKEN, SC",1238,1.4%,21.2%
,"SPOTSYLVANIA, VA",1642,2.2%,22.5%
,"CHAMBERS, TX",1753,1.1%,19.7%
,"CHESTER, SC",1481,0.81%,30.5%
,"LINN, OR",1606,3.4%,20.7%
,"FAIRFAX CITY, VA",1170,-,13.4%
,"JEFFERSON, OR",1345,-,28.3%
,"CHEROKEE, TX",1603,-,26%
,"WASHINGTON, OH",913,-,22.7%
,"MARION, SC",1279,-,29.9%
,"OBION, TN",1002,-,27.2%
,"TIOGA, PA",1179,-,25.4%
,"MECKLENBURG, VA",863,1.4%,32.6%
,"PITTSBURG, OK",1347,-,28.9%
,"MORROW, OH",1058,-,27.5%
,"DOUGLAS, OR",1845,1.8%,16.3%
,"COMAL, TX",1220,1.5%,13.5%
,"RUSK, TX",1372,-,25.9%
,"RUSSELL, VA",1097,-,29.5%
,"ARMSTRONG, PA",365,-,21.9%
,"CLARENDON, SC",787,1.7%,28.7%
,"KNOX, OH",572,-,18.7%
,"BEDFORD, VA",1333,0.825%,16.7%
,"SUMMIT, UT",1437,-,2.4%
,"CHESTERFIELD, SC",885,1.4%,27.3%
,"LUBBOCK, TX",1947,-,19.3%
,"BROWN, SD",1295,-,20.5%
,"ERATH, TX",1199,-,26.3%
,"GREENE, PA",1205,-,29.1%
,"HANCOCK, OH",974,1.8%,24.4%
,"CARROLL, TN",1075,-,31.2%
,"HARDIN, OH",1143,-,27.6%
,"GEORGETOWN, SC",840,3.2%,23.7%
,"PAGE, VA",1002,1.5%,27.6%
,"ORANGE, VT",837,-,20.2%
,"STUTSMAN, ND",1133,-,19.4%
,"DYER, TN",813,-,28.2%
,"NEW KENT, VA",1003,-,17.9%
,"WALLER, TX",1438,1.7%,21.6%
,"HENRY, OH",1189,-,24.2%
,"DILLON, SC",883,1.6%,33.7%
,"LLANO, TX",809,-,28.4%
,"CAMERON, TX",2090,0.718%,20.4%
,"MILAM, TX",1261,1.3%,30.6%
,"NEWBERRY, SC",1022,1.2%,25.1%
,"SEQUOYAH, OK",807,-,26.1%
,"POWHATAN, VA",1086,1.2%,15.7%
,"ABBEVILLE, SC",942,-,24.7%
,"DAVIDSON, TN",435,-,6.9%
,"JEFFERSON, OH",878,-,24.7%
,"GIBSON, TN",556,-,28.4%
,"LOGAN, OH",479,-,25.5%
,"WEAKLEY, TN",730,-,30.3%
,"WILLIAMSBURG, SC",727,-,29.8%
,"GRIMES, TX",998,1.2%,24%
,"LAMPASAS, TX",1034,-,24.7%
,"LEE, VA",904,-,33.4%
,"HILL, TX",965,2%,24.2%
,"SUSQUEHANNA, PA",690,-,17%
,"TAZEWELL, VA",579,-,23.7%
,"CODINGTON, SD",1110,-,18.4%
,"GOOCHLAND, VA",836,-,16.6%
,"LE FLORE, OK",648,-,25.6%
,"NAVARRO, TX",518,-,22%
,"GREENE, VA",965,-,24.4%
,"FAYETTE, TN",311,-,20.9%
,"COOKE, TX",902,-,21.3%
,"LAWRENCE, PA",445,-,21.3%
,"FAIRFIELD, SC",876,-,26%
,"WAYNESBORO CITY, VA",1050,1.2%,27.4%
,"SCOTT, VA",773,-,33%
,"ADAMS, OH",820,1.8%,23.3%
,"PRINCE GEORGE, VA",857,1.3%,25.4%
,"MUSKINGUM, OH",335,-,23.3%
,"BENTON, OR",1201,1.2%,13.2%
,"BAKER, OR",931,-,18.6%
,"AUSTIN, TX",1142,1.1%,21%
,"CAMPBELL, VA",921,2.3%,24.1%
,"WYANDOT, OH",823,-,25.8%
,"WAYNE, PA",523,-,15.5%
,"CRAWFORD, PA",477,-,20.8%
,"WILLIAMS, ND",955,-,22.4%
,"PAYNE, OK",753,-,23.6%
,"WEBB, TX",1844,2.5%,28.5%
,"WALKER, TX",985,2.1%,23%
,"RICHLAND, ND",944,-,23.2%
,"COLONIAL HEIGHTS CITY, VA",721,-,26.9%
,"DINWIDDIE, VA",730,-,28.5%
,"PANOLA, TX",1058,-,27.9%
,"WASHINGTON, OK",659,-,22.8%
,"KLAMATH, OR",1730,1.3%,21.7%
,"LAMOILLE, VT",529,-,10.8%
,"KING WILLIAM, VA",846,-,25.7%
,"TILLAMOOK, OR",913,-,23.3%
,"HOOD RIVER, OR",1352,0.888%,15%
,"MARION, TN",536,-,27.4%
,"STAUNTON CITY, VA",647,1.7%,24.6%
,"JOHNSON, TN",698,-,28.7%
,"PITTSYLVANIA, VA",550,-,23.1%
,"GUADALUPE, TX",729,2.5%,17.4%
,"COLLETON, SC",565,2.7%,28.8%
,"WASCO, OR",847,-,21.5%
,"NELSON, VA",637,-,24.5%
,"BROOKINGS, SD",923,-,16%
,"CALEDONIA, VT",596,-,14.8%
,"AMHERST, VA",726,1.8%,25.1%
,"UNICOI, TN",536,-,26.5%
,"MERCER, OH",581,1.9%,16.9%
,"GREGG, TX",704,1.6%,26.8%
,"ANDERSON, TX",571,-,22.8%
,"WHARTON, TX",737,-,22.1%
,"LINCOLN, OR",1047,1.4%,20.4%
,"CARROLL, OH",831,-,13.1%
,"MCKENZIE, ND",856,-,25.6%
,"FAYETTE, OH",531,-,27.3%
,"LAWRENCE, OH",836,-,27.8%
,"MCINTOSH, OK",452,-,26.5%
,"BRISTOL CITY, VA",651,-,26%
,"MEADE, SD",613,-,12.1%
,"CHEROKEE, OK",450,-,27.3%
,"SOUTHAMPTON, VA",421,-,26.6%
,"SALUDA, SC",722,-,28.3%
,"GREENSVILLE, VA",541,-,28.7%
,"BURLESON, TX",593,-,24.3%
,"POLK, OR",787,3.7%,21.1%
,"HOPEWELL CITY, VA",447,-,26.4%
,"CRAIG, OK",684,-,27.8%
,"SEQUATCHIE, TN",577,-,29.1%
,"POLK, TX",614,2.8%,23.9%
,"LAUDERDALE, TN",461,-,33.4%
,"LANCASTER, VA",459,-,28.1%
,"SAN PATRICIO, TX",1814,0.827%,19.8%
,"VAN WERT, OH",496,-,21.6%
,"SCIOTO, OH",357,-,23.8%
,"HOCKING, OH",475,-,25.3%
