geography,age_level,outcome_name,outcome_type,source,url,geo_strata,age_strata,race_strata,race_level,additional_strata1,additional_strata_level,sex_strata,sex_level,Outcome_value1,outcome_label1
Pennsylvania,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1,Prevalence
Pennsylvania,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,42.1,Prevalence
Pennsylvania,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,48.3,Prevalence
Puerto Rico,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,13.4,Prevalence
Puerto Rico,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,22.6,Prevalence
Puerto Rico,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,43.9,Prevalence
Puerto Rico,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,56.7,Prevalence
Puerto Rico,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,41.2,Prevalence
Puerto Rico,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.9,Prevalence
Puerto Rico,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,39.9,Prevalence
Puerto Rico,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Rhode Island,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,12.1,Prevalence
Rhode Island,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,20.8,Prevalence
Rhode Island,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,36.5,Prevalence
Rhode Island,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,49.1,Prevalence
Rhode Island,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,43.1,Prevalence
Rhode Island,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.4,Prevalence
Rhode Island,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,36.8,Prevalence
Rhode Island,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
South Carolina,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,10.5,Prevalence
South Carolina,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,22.8,Prevalence
South Carolina,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,44.7,Prevalence
South Carolina,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,55.8,Prevalence
South Carolina,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,47.5,Prevalence
South Carolina,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
South Carolina,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,41.4,Prevalence
South Carolina,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,58.1,Prevalence
South Dakota,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.3,Prevalence
South Dakota,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,16.7,Prevalence
South Dakota,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,38.6,Prevalence
South Dakota,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,51.1,Prevalence
South Dakota,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,48.1,Prevalence
South Dakota,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.669,Prevalence
South Dakota,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,36,Prevalence
South Dakota,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Tennessee,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,10.8,Prevalence
Tennessee,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,23.7,Prevalence
Tennessee,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,45.6,Prevalence
Tennessee,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,55.1,Prevalence
Tennessee,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,45.6,Prevalence
Tennessee,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.3,Prevalence
Tennessee,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,42.5,Prevalence
Tennessee,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,55,Prevalence
Texas,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.6,Prevalence
Texas,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,20.4,Prevalence
Texas,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,43.7,Prevalence
Texas,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,53.9,Prevalence
Texas,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,47.7,Prevalence
Texas,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1,Prevalence
Texas,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,37.9,Prevalence
Texas,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,53.7,Prevalence
United States,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.5,Prevalence
United States,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,19.6,Prevalence
United States,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,40.9,Prevalence
United States,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,52.2,Prevalence
United States,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,46.9,Prevalence
United States,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.1,Prevalence
United States,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,39.2,Prevalence
United States,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,45,Prevalence
Utah,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.9,Prevalence
Utah,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.8,Prevalence
Utah,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,29.6,Prevalence
Utah,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,42.3,Prevalence
Utah,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,39.5,Prevalence
Utah,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.286,Prevalence
Utah,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,28,Prevalence
Utah,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Vermont,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.2,Prevalence
Vermont,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,15.7,Prevalence
Vermont,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,32.4,Prevalence
Vermont,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,43.7,Prevalence
Vermont,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,41.4,Prevalence
Vermont,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.726,Prevalence
Vermont,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,34.9,Prevalence
Vermont,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,30.7,Prevalence
Virgin Islands,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,49,Prevalence
Virgin Islands,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,33.4,Prevalence
Virgin Islands,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,38.8,Prevalence
Virgin Islands,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Virginia,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.7,Prevalence
Virginia,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,19.1,Prevalence
Virginia,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,43.2,Prevalence
Virginia,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,54.5,Prevalence
Virginia,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,48.9,Prevalence
Virginia,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.1,Prevalence
Virginia,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,42.4,Prevalence
Virginia,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,37.1,Prevalence
Washington,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.8,Prevalence
Washington,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,16.1,Prevalence
Washington,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,31.8,Prevalence
Washington,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,42.6,Prevalence
Washington,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,40.1,Prevalence
Washington,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.636,Prevalence
Washington,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,32.6,Prevalence
Washington,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
West Virginia,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,12.1,Prevalence
West Virginia,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,26.4,Prevalence
West Virginia,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,51.6,Prevalence
West Virginia,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,62.4,Prevalence
West Virginia,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,53.8,Prevalence
West Virginia,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
West Virginia,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,47.1,Prevalence
West Virginia,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Wisconsin,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.1,Prevalence
Wisconsin,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,19.9,Prevalence
Wisconsin,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,42.6,Prevalence
Wisconsin,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,57.3,Prevalence
Wisconsin,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,55.2,Prevalence
Wisconsin,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.86,Prevalence
Wisconsin,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,41.1,Prevalence
Wisconsin,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Wyoming,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,5.9,Prevalence
Wyoming,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,15.4,Prevalence
Wyoming,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,39.6,Prevalence
Wyoming,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,51.6,Prevalence
Wyoming,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,45.7,Prevalence
Wyoming,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.618,Prevalence
Wyoming,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,37.4,Prevalence
Wyoming,NA,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Alabama,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.398,Prevalence
Alabama,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.75,Prevalence
Alabama,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.3,Prevalence
Alabama,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.3,Prevalence
Alabama,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,13.2,Prevalence
Alabama,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.051,Prevalence
Alabama,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,7.9,Prevalence
Alabama,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Alaska,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Alaska,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Alaska,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.926,Prevalence
Alaska,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.4,Prevalence
Alaska,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.5,Prevalence
Alaska,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Alaska,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.5,Prevalence
Alaska,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Arizona,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.242,Prevalence
Arizona,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.5,Prevalence
Arizona,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
Arizona,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.8,Prevalence
Arizona,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.5,Prevalence
Arizona,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.088,Prevalence
Arizona,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.9,Prevalence
Arizona,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Arkansas,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.784,Prevalence
Arkansas,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.4,Prevalence
Arkansas,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.3,Prevalence
Arkansas,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.6,Prevalence
Arkansas,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,12.4,Prevalence
Arkansas,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.151,Prevalence
Arkansas,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.3,Prevalence
Arkansas,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.2,Prevalence
Armed Forces Africa,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Africa,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,1.8,Prevalence
Armed Forces Africa,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Armed Forces Pacific,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,2.1,Prevalence
Armed Forces Pacific,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
California,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.242,Prevalence
California,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.472,Prevalence
California,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.3,Prevalence
California,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.4,Prevalence
California,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.2,Prevalence
California,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.063,Prevalence
California,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.4,Prevalence
California,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,25.5,Prevalence
Colorado,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.462,Prevalence
Colorado,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.719,Prevalence
Colorado,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.2,Prevalence
